"","VISIT_ID","SITE_ID","VISIT_NO","DATE_COL","DOC_PPM","NO3N_PPM","CHLA_PPB","NTL_PPM","NH4N_PPM","PTL_PPB","DIN_PPM","SITE_TYPE","ECO_REG","ECO_REG_NAME","LON_DD","LAT_DD","EPA_REG","WGT_NLA","URBAN","LAKE_ORIGIN","AREA_HA","ELEV_PT","HUC_8","UNIQUE_ID","tn.tp","TN_mol","NH4N_mol","NO3N_mol","TP_mol","DOC_mol","DIN_mol","TSTATE_TP","TSTATE_TN","TSTATE_CHL"
"178",2010354,"NLA17_OH-10038",1,"27-Jun-17",3.4,0,42.08,0.873,0.006,27.845,0.006,"PROB","SAP","Southern Appalachians",-81.22176,40.24381,"Region_05",69.94919294,"Non-Urban","MAN_MADE",669.1912,272,"H05040001","NLA_OH-10086",69.3291458681659,6.23259798672092e-05,4.28357249946455e-07,0,8.98986697250336e-07,0.000283097418817652,4.28357249946455e-07,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"179",2010355,"NLA17_TX-10086",1,"27-Jun-17",8.74,0,26.93,1.804,0.011,40.00125,0.011,"PROB","CPL","Coastal Plains",-98.17065,26.41703,"Region_06",24.39777001,"Urban","MAN_MADE",17.73051,24,"H12110208","NLA_TX-10253",99.7267804546383,0.000128792746483901,7.85321624901835e-07,0,1.2914559749824e-06,0.000727726894254788,7.85321624901835e-07,"EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"180",2010356,"NLA17_NC-10010",1,"27-Jun-17",18.04,0.0011,22.88,1.183,0.018,53.5025,0.0191,"PROB","SAP","Southern Appalachians",-79.35081,36.18589,"Region_04",611.8152537,"Non-Urban","MAN_MADE",1.056292,209,"H10140103","NLA_NC-10060",48.8944423415786,8.44577711144428e-05,1.28507174983937e-06,7.85321624901835e-08,1.72734910287794e-06,0.00150208159866778,1.36360391232955e-06,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"181",2010357,"NLA17_NE-10060",1,"27-Jun-17",7.95,0,85.28,1.8,0.015,279.9625,0.015,"PROB","TPL","Temperate Plains",-96.78798,40.72906,"Region_07",58.46694545,"Urban","MAN_MADE",70.20014,378,"H10200203","NLA_NE-10194",14.2174421681039,0.000128507174983937,1.07089312486614e-06,0,9.03869862556823e-06,0.000661948376353039,1.07089312486614e-06,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"182",2010358,"NLA17_NV-10243",1,"27-Jun-17",6.56,3e-04,0.98,0.566,0.02,14.055,0.0203,"PROB","XER","Xeric",-114.8142,39.16358,"Region_09",1.630095905,"Non-Urban","MAN_MADE",11.55032,1992,"H16060008","NLA_NV-10371",89.0500995925171,4.0408367244949e-05,1.42785749982152e-06,2.14178624973228e-08,4.53771162860603e-07,0.000546211490424646,1.44927536231884e-06,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"183",2010359,"NLA17_OK-10005",1,"27-Jun-17",7.6,3e-04,1.61,0.611,0.014,12.93125,0.0143,"PROB","SPL","Southern Plains",-97.77302,34.72904,"Region_06",91.27657875,"Non-Urban","MAN_MADE",14.49196,353,"H11130303","NLA_OK-10086",104.483937445918,4.36210466195474e-05,9.99500249875062e-07,2.14178624973228e-08,4.17490455335551e-07,0.000632805995004163,1.02091811237239e-06,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"184",2010360,"NLA17_OK-10021",1,"27-Jun-17",7.7,0,10.94,0.895,0.02,41.84,0.02,"PROB","SPL","Southern Plains",-98.00002,34.64651,"Region_06",352.6203768,"Urban","MAN_MADE",1.756904,372,"H11130208","NLA_OK-10135",47.302074495752,6.38966231170129e-05,1.42785749982152e-06,0,1.35082073668357e-06,0.000641132389675271,1.42785749982152e-06,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"185",2010361,"NLA17_OK-10009",1,"26-Jun-17",4.1,0,16.64,0.595,0.008,28.91,0.008,"PROB","SPL","Southern Plains",-97.16539,34.28857,"Region_06",19.61112779,"Non-Urban","MAN_MADE",160.7371,245,"H11130303","NLA_OK-10030",45.5111387549048,4.24787606196902e-05,5.71142999928607e-07,0,9.33370638086092e-07,0.000341382181515404,5.71142999928607e-07,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"186",2010362,"NLA17_SD-10039",1,"27-Jun-17",12.02,0,73.2,2.618,0.021,170.29125,0.021,"PROB","TPL","Temperate Plains",-97.17948,44.86906,"Region_08",30.59443514,"Urban","NATURAL",1125.52,518,"H10170201","NLA_SD-10203",33.9958682209386,0.000186906546726637,1.49925037481259e-06,0,5.49791949750876e-06,0.00100083263946711,1.49925037481259e-06,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"187",2010363,"NLA17_DE-10004",1,"27-Jun-17",6.73,1.1543,47.2,2.209,0.03,100.22875,1.1843,"PROB","CPL","Coastal Plains",-75.51112,38.51997,"Region_03",3.290012553,"Urban","MAN_MADE",23.8002,7,"H02080109","NLA_DE-10034",48.7362635330018,0.000157706860855287,2.14178624973228e-06,8.24087956021989e-05,3.23592432867767e-06,0.000560366361365529,8.45505818519312e-05,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"188",2010364,"NLA17_NC-10001",1,"28-Jun-17",1.88,3e-04,15.28,0.379,0.006,23.3725,0.0063,"PROB","SAP","Southern Appalachians",-81.24485,35.81465,"Region_04",9.058778565,"Urban","MAN_MADE",1558.999,283,"H03050101","NLA_NC-10020",35.8577363587876,2.70578996216178e-05,4.28357249946455e-07,2.14178624973228e-08,7.54590288435392e-07,0.000156536219816819,4.49775112443778e-07,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"189",2010365,"NLA17_PA-10006",1,"28-Jun-17",3.09,0.0018,9.12,0.46,0.007,17.36,0.0088,"PROB","CPL","Coastal Plains",-74.78839,40.15586,"Region_03",81.82374016,"Urban","NATURAL",397.2059,2,"H02040201","NLA_PA-10030",58.5945116607266,3.28407224958949e-05,4.99750124937531e-07,1.28507174983937e-07,5.60474378318041e-07,0.000257285595337219,6.28257299921468e-07,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"190",2010366,"NLA17_MO-10027",1,"28-Jun-17",7.65,9e-04,55.29,1.521,0.016,161.02875,0.0169,"PROB","TPL","Temperate Plains",-91.24727,38.84193,"Region_07",60.65648791,"Non-Urban","MAN_MADE",4.558194,257,"H07110005","NLA_MO-10070",20.8869304504611,0.000108588562861426,1.14228599985721e-06,6.42535874919683e-08,5.19887606840905e-06,0.000636969192339717,1.20653958734918e-06,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"191",2010367,"NLA17_OR-10008",1,"28-Jun-17",11.76,2e-04,6,0.804,0.017,106.02875,0.0172,"PROB","WMT","Western Mountains",-123.3458,44.54843,"Region_10",20.86758888,"Urban","MAN_MADE",39.04864,88,"H17090003","NLA_OR-10019",16.7679988525239,5.7399871492825e-05,1.21367887484829e-06,1.42785749982152e-08,3.4231795933231e-06,0.000979184013322231,1.22795744984651e-06,"HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","MESOTROPHIC (2-7 ug/L)"
"192",2010368,"NLA17_TX-10070",1,"28-Jun-17",6.4,0,2.83,0.688,0.013,20.67625,0.013,"PROB","CPL","Coastal Plains",-97.39058,26.14016,"Region_06",24.39777001,"Urban","MAN_MADE",12.82016,4,"H12110208","NLA_TX-10237",73.5809671390444,4.91182979938602e-05,9.28107374883987e-07,0,6.6754080441811e-07,0.000532889258950874,9.28107374883987e-07,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)"
"193",2010369,"NLA17_NE-10041",1,"26-Jun-17",10.71,0,59.8,1.843,0.02,290.5725,0.02,"HAND","TPL","Temperate Plains",-96.84481,40.57928,"Region_07",0,"Non-Urban","MAN_MADE",52.77777,409,"H10200203","NLA_NE-10146",14.025542016109,0.000131577068608553,1.42785749982152e-06,0,9.38124661830754e-06,0.000891756869275604,1.42785749982152e-06,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"194",2010370,"NLA17_ND-10017",1,"28-Jun-17",28.08,0,2.66,3.135,0.655,122.9575,0.655,"PROB","NPL","Northern Plains",-104.0277,46.54361,"Region_08",212.5580195,"Non-Urban","MAN_MADE",3.787581,908,"H10110203","NLA_ND-10103",56.3808149478782,0.000223816663097023,4.67623331191547e-05,0,3.96973089700694e-06,0.00233805162364696,4.67623331191547e-05,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","MESOTROPHIC (2-7 ug/L)"
"195",2010371,"NLA17_IA-10004",1,"28-Jun-17",6.32,3e-04,25.28,1.336,0.014,178.1825,0.0143,"PROB","TPL","Temperate Plains",-95.17251,43.46132,"Region_07",141.6719531,"Urban","NATURAL",20.67339,436,"H10230003","NLA_IA-10026",16.580218073516,9.53808809880774e-05,9.99500249875062e-07,2.14178624973228e-08,5.75269158494552e-06,0.000526228143213988,1.02091811237239e-06,"HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"196",2010372,"NLA17_UT-10010",1,"28-Jun-17",12.18,0,2.69,1.04,0.028,36.1825,0.028,"PROB","WMT","Western Mountains",-112.4333,38.62494,"Region_08",47.47497213,"Non-Urban","MAN_MADE",48.53105,2081,"H16030003","NLA_UT-10168",63.5599573014472,7.42485899907189e-05,1.99900049975012e-06,0,1.16816614017814e-06,0.00101415487094088,1.99900049975012e-06,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","MESOTROPHIC (2-7 ug/L)"
"197",2010373,"NLA17_LA-10002",1,"28-Jun-17",6.02,5e-04,20.27,0.549,0.006,38.23625,0.0065,"PROB","CPL","Coastal Plains",-92.73712,31.3165,"Region_06",4.514194579,"Non-Urban","MAN_MADE",652.3204,30,"H11140207","NLA_LA-10047",31.7501572241336,3.91946883701007e-05,4.28357249946455e-07,3.56964374955379e-08,1.23447226082737e-06,0.000501248959200666,4.64053687441993e-07,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"198",2010374,"NLA17_SD-10002",1,"28-Jun-17",20.15,0,6.93,2.046,0.03,260.01625,0.03,"PROB","TPL","Temperate Plains",-97.67268,45.45708,"Region_08",65.37910387,"Non-Urban","NATURAL",23.02535,533,"H10160005","NLA_SD-10029",17.4001890608611,0.000146069822231741,2.14178624973228e-06,0,8.39472615618308e-06,0.00167776852622814,2.14178624973228e-06,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","MESOTROPHIC (2-7 ug/L)"
"199",2010375,"NLA17_OH-10027",1,"29-Jun-17",8.01,0,19.04,0.903,0.015,55.1575,0.015,"PROB","NAP","Northern Appalachians",-80.98123,40.79017,"Region_05",25.1534816,"Urban","MAN_MADE",16.22573,378,"H05040006","NLA_OH-10075",36.2019533925373,6.44677661169415e-05,1.07089312486614e-06,0,1.7807814240828e-06,0.000666944213155704,1.07089312486614e-06,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"200",2010376,"NLA17_AZ-10012",1,"28-Jun-17",12.34,0.0015,3.73,0.826,0.013,13.605,0.0145,"PROB","XER","Xeric",-110.4522,31.42463,"Region_09",4.048466484,"Non-Urban","MAN_MADE",52.09382,1631,"H15050301","NLA_AZ-10100",134.254956893622,5.89705147426287e-05,9.28107374883987e-07,1.07089312486614e-07,4.39242737155354e-07,0.00102747710241465,1.0351966873706e-06,"MESOTROPHIC (10-25 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","MESOTROPHIC (2-7 ug/L)"
"201",2010377,"NLA17_PA-10003",1,"29-Jun-17",1.4,0.6035,1.52,0.84,0.012,8.44375,0.6155,"PROB","SAP","Southern Appalachians",-75.61191,40.86164,"Region_03",11.74753525,"Urban","MAN_MADE",448.9603,188,"H02040106","NLA_PA-10023",219.984837470828,5.99700149925037e-05,8.56714499892911e-07,4.30856000571143e-05,2.72609765663765e-07,0.000116569525395504,4.39423145570072e-05,"OLIGOTROPHIC (<= 10 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"202",2010378,"NLA17_NV-10002",2,"28-Jun-17",6.25,0,2.3,0.621,0.017,23.235,0.017,"PROB","XER","Xeric",-115.1171,38.39816,"Region_09",2.649560151,"Non-Urban","MAN_MADE",72.28422,1575,"H15010011","NLA_NV-10007",59.1013976880047,4.43349753694581e-05,1.21367887484829e-06,0,7.50151047247677e-07,0.000520399666944213,1.21367887484829e-06,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)"
"203",2010379,"NLA17_KS-HP001",1,"29-Jun-17",3.33,0,26.32,0.54,0.01,35.99,0.01,"HAND","TPL","Temperate Plains",-96.798912,37.09209,"Region_07",0,"Non-Urban","MAN_MADE",28.55817,354.04,"H11060001","NLA_KS-10001",33.178805109651,3.8552152495181e-05,7.13928749910759e-07,0,1.16195120251534e-06,0.000277268942547877,7.13928749910759e-07,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"204",2010380,"NLA17_IN-10011",1,"29-Jun-17",6.72,0.0076,6.13,0.679,0.017,19.31625,0.0246,"PROB","UMW","Upper Midwest",-85.69358,41.28518,"Region_05",79.01172792,"Urban","NATURAL",49.05709,253,"H05020004","NLA_IN-10076",77.7312738520017,4.84757621189405e-05,1.21367887484829e-06,5.42585849932177e-07,6.23632673397802e-07,0.000559533721898418,1.75626472478047e-06,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)"
"205",2010381,"NLA17_NE-10028",1,"29-Jun-17",8.22,3e-04,50.4,1.586,0.1,89.06375,0.1003,"PROB","TPL","Temperate Plains",-96.95044,40.9796,"Region_07",31.74882341,"Non-Urban","MAN_MADE",5.901478,415,"H10200203","NLA_NE-10176",39.3777624057589,0.000113229099735846,7.13928749910759e-06,2.14178624973228e-08,2.87545794423522e-06,0.000684429641965029,7.16070536160491e-06,"EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"206",2010382,"NLA17_IA-10002",1,"29-Jun-17",5.67,0.0467,69.12,1.816,0.036,75.52,0.0827,"PROB","TPL","Temperate Plains",-94.63007,42.48526,"Region_07",54.29511928,"Non-Urban","NATURAL",176.3473,369,"H08020402","NLA_IA-10032",53.174411383488,0.000129649460983794,2.57014349967873e-06,3.33404726208324e-06,2.4381926872453e-06,0.00047210657785179,5.90419076176198e-06,"EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"207",2010383,"NLA17_IN-10028",1,"27-Jun-17",5.1,0.0012,9.05,0.795,0.028,23.19625,0.0292,"PROB","UMW","Upper Midwest",-85.78291,41.28699,"Region_05",11.78016572,"Urban","NATURAL",194.0342,250,"H05130101","NLA_IN-10052",75.7876038182727,5.67573356179053e-05,1.99900049975012e-06,8.56714499892911e-08,7.48899988367503e-07,0.000424646128226478,2.08467194973942e-06,"MESOTROPHIC (10-25 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"208",2010384,"NLA17_MT-10004",1,"29-Jun-17",2.57,0,2.19,0.259,0.008,11.7575,0.008,"PROB","WMT","Western Mountains",-114.1209,48.24729,"Region_08",25.45303186,"Non-Urban","NATURAL",150.9849,913,"H17010208","NLA_MT-10079",48.7117357300937,1.84907546226887e-05,5.71142999928607e-07,0,3.79595478287694e-07,0.00021398834304746,5.71142999928607e-07,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"209",2010385,"NLA17_MT-10005",1,"28-Jun-17",1.65,0,0.54,0.08,0.005,6.47,0.005,"PROB","WMT","Western Mountains",-114.3814,48.45099,"Region_08",5.157703937,"Urban","NATURAL",1335.843,914,"H17010210","NLA_MT-10114",27.3422679236668,5.71142999928607e-06,3.56964374955379e-07,0,2.08886476251021e-07,0.000137385512073272,3.56964374955379e-07,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"210",2010386,"NLA17_NE-10001",1,"28-Jun-17",6.57,1e-04,140.54,1.816,0.016,183.7275,0.0161,"PROB","SPL","Southern Plains",-99.2922,40.06311,"Region_07",5.891525576,"Non-Urban","MAN_MADE",5312.03,593,"H10250009","NLA_NE-10076",21.856997714991,0.000129649460983794,1.14228599985721e-06,7.13928749910759e-09,5.93171407502464e-06,0.000547044129891757,1.14942528735632e-06,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"211",2010387,"NLA17_AR-10016",1,"29-Jun-17",7.16,0,26.4,0.978,0.01,224.39375,0.01,"PROB","CPL","Coastal Plains",-92.11244,34.76559,"Region_06",13.94637246,"Urban","NATURAL",42.09609,73,"H11110207","NLA_AR-10038",9.63777818287437,6.98222317412722e-05,7.13928749910759e-07,0,7.24463983466036e-06,0.000596169858451291,7.13928749910759e-07,"HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"212",2010388,"NLA17_KS-HP002",1,"29-Jun-17",3.88,0,4.78,0.374,0.008,17.45625,0.008,"HAND","SPL","Southern Plains",-96.19013,37.23553,"Region_07",0,"Non-Urban","MAN_MADE",173.9723,266.54,"H11070106","NLA_KS-10009",47.3772095068603,2.67009352466624e-05,5.71142999928607e-07,0,5.63581847149441e-07,0.000323064113238968,5.71142999928607e-07,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)"
"213",2010389,"NLA17_MA-HP001",1,"27-Jun-17",8.52,4e-04,16.34,0.37,0.008,15.29875,0.0084,"HAND","NAP","Northern Appalachians",-73.118017,42.163341,"Region_01",0,"Non-Urban","NATURAL",24.64182,427.6,"H01080207","NLA_MA-10036",53.4803947891706,2.64153637466981e-05,5.71142999928607e-07,2.85571499964304e-08,4.93926117240387e-07,0.000709408825978351,5.99700149925037e-07,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"214",2010390,"NLA17_TX-10015",1,"29-Jun-17",5.33,0,44.8,1.391,0.016,120.34125,0.016,"PROB","CPL","Coastal Plains",-97.55981,26.07154,"Region_06",421.0146851,"Urban","MAN_MADE",14.04967,9,"H12110208","NLA_TX-10137",25.5600347544357,9.93074891125866e-05,1.14228599985721e-06,0,3.88526424422615e-06,0.000443796835970025,1.14228599985721e-06,"HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"215",2010391,"NLA17_OK-10035",1,"28-Jun-17",5.1,0,8.97,0.478,0.007,11.9575,0.007,"HAND","SPL","Southern Plains",-96.14653,36.36073,"Region_06",0,"Non-Urban","MAN_MADE",4212.858,217,"H11070107","NLA_OK-10012",88.3967575964952,3.41257942457343e-05,4.99750124937531e-07,0,3.86052556378915e-07,0.000424646128226478,4.99750124937531e-07,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"216",2010392,"NLA17_SD-10003",1,"29-Jun-17",11.24,0,7.98,1.326,0.019,223.11,0.019,"PROB","TPL","Temperate Plains",-97.11661,44.32809,"Region_08",65.37910387,"Non-Urban","NATURAL",20.86728,536,"H10170202","NLA_SD-10081",13.1423586916813,9.46669522381666e-05,1.35646462483044e-06,0,7.20319346466233e-06,0.000935886761032473,1.35646462483044e-06,"HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"217",2010393,"NLA17_UT-10005",1,"29-Jun-17",6.22,0,39.2,1.265,0.018,73.70625,0.018,"PROB","WMT","Western Mountains",-111.8412,38.60047,"Region_08",20.61352575,"Non-Urban","MAN_MADE",144.3154,2133,"H16030002","NLA_UT-10010",37.9520323810136,9.0311986863711e-05,1.28507174983937e-06,0,2.37963506030553e-06,0.000517901748542881,1.28507174983937e-06,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"218",2010394,"NLA17_ND-10002",1,"30-Jun-17",32.89,0,27.2,4.838,0.03,125.16625,0.03,"PROB","NPL","Northern Plains",-99.63065,47.07428,"Region_08",61.49389474,"Non-Urban","NATURAL",12.91515,534,"H10130103","NLA_ND-10046",85.47270556451,0.000345398729206825,2.14178624973228e-06,0,4.04104125317687e-06,0.00273855120732723,2.14178624973228e-06,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"219",2010395,"NLA17_KS-HP003",1,"30-Jun-17",7.37,0.0074,4.69,0.838,0.06,35.5175,0.0674,"HAND","SPL","Southern Plains",-98.568716,38.948542,"Region_07",0,"Non-Urban","MAN_MADE",3391.564,461.61,"H10260009","NLA_KS-10008",52.1735583742563,5.98272292425216e-05,4.28357249946455e-06,5.28307274933962e-07,1.14669635552483e-06,0.000613655287260616,4.81187977439851e-06,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","MESOTROPHIC (2-7 ug/L)"
"220",2010396,"NLA17_NC-10004",1,"29-Jun-17",1.77,1e-04,3.8,0.25,0.004,9.63625,0.0041,"PROB","SAP","Southern Appalachians",-82.71677,35.14813,"Region_04",26.57602531,"Urban","MAN_MADE",33.85709,880,"H07010105","NLA_NC-10031",57.3694621436386,1.7848218747769e-05,2.85571499964304e-07,7.13928749910759e-09,3.11110093782674e-07,0.000147377185678601,2.92710787463411e-07,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"221",2010397,"NLA17_SC-10003",1,"29-Jun-17",11.21,7e-04,37.76,1.106,0.019,66.51125,0.0197,"PROB","SAP","Southern Appalachians",-81.76288,34.35717,"Region_04",130.6440994,"Urban","MAN_MADE",4.839322,160,"H03050109","NLA_SC-10010",36.7712882507721,7.89605197401299e-05,1.35646462483044e-06,4.99750124937531e-08,2.14734167597384e-06,0.000933388842631141,1.40643963732419e-06,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"222",2010398,"NLA17_NM-10037",1,"29-Jun-17",10.36,2e-04,8.72,0.619,0.009,36.915,0.0092,"PROB","WMT","Western Mountains",-106.8486,36.03989,"Region_06",2.446134535,"Non-Urban","MAN_MADE",14.46221,2869,"H13020202","NLA_NM-10020",37.0797335349894,4.4192189619476e-05,6.42535874919683e-07,1.42785749982152e-08,1.19181518868724e-06,0.000862614487926728,6.56814449917898e-07,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"223",2010399,"NLA17_OK-10033",1,"29-Jun-17",5.72,0,8.59,0.549,0.008,23.41875,0.008,"HAND","SPL","Southern Plains",-96.31117,35.5232,"Region_06",0,"Non-Urban","MAN_MADE",285.7856,235,"H11100303","NLA_OK-10008",51.8391011117705,3.91946883701007e-05,5.71142999928607e-07,0,7.56083487743987e-07,0.000476269775187344,5.71142999928607e-07,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"224",2010400,"NLA17_FL-10029",1,"29-Jun-17",6.04,2e-04,2.24,0.314,0.009,7.37875,0.0092,"PROB","CPL","Coastal Plains",-86.40663,30.38261,"Region_04",36.42573136,"Urban","MAN_MADE",10.45597,0,"H03140102","NLA_FL-10121",94.1013123299389,2.24173627471978e-05,6.42535874919683e-07,1.42785749982152e-08,2.38225824828009e-07,0.000502914238134888,6.56814449917898e-07,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"225",2010401,"NLA17_NH-10917",1,"28-Jun-17",4.62,5e-04,2.97,0.366,0.008,15.7975,0.0085,"HAND","NAP","Northern Appalachians",-71.89091011,44.05239264,"Region_01",0,"Non-Urban","NATURAL",39.85812807,664,"H01080103","NLA_NH-10046",51.2320282391212,2.61297922467338e-05,5.71142999928607e-07,3.56964374955379e-08,5.10028455730371e-07,0.000384679433805162,6.06839437424145e-07,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)"
"226",2010402,"NLA17_OR-10013",1,"29-Jun-17",1.14,0,2.54,0.13,0.004,9.26,0.004,"PROB","WMT","Western Mountains",-122.2653,45.03685,"Region_10",112.442653,"Non-Urban","NATURAL",2.823431,1240,"H17090009","NLA_OR-10117",31.0442515531805,9.28107374883987e-06,2.85571499964304e-07,0,2.98962715623563e-07,9.49208992506245e-05,2.85571499964304e-07,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"227",2010403,"NLA17_NJ-10002",1,"5-Jul-17",6.47,0,16.32,0.728,0.015,36.11375,0.015,"PROB","NAP","Northern Appalachians",-74.53537,40.92625,"Region_02",9.158557208,"Urban","MAN_MADE",65.32853,238,"H02030103","NLA_NJ-10002",44.5766697875942,5.19740129935032e-05,1.07089312486614e-06,0,1.16594651958428e-06,0.000538717735220649,1.07089312486614e-06,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
