"","VISIT_ID","NTL_PPM","PTL_PPB","NH4N_PPM","NO3N_PPM","DOC_PPM","CHLA_PPB","SITE_ID","VISIT_NO","DATE_COL","SITE_TYPE","LON_DD","LAT_DD","EPA_REG","WGT_NLA","URBAN","LAKE_ORIGIN","AREA_HA","ELEV_PT","HUC_8","UNIQUE_ID","PCT_DEVELOPED_BSN","PCT_AGRIC_BSN","PCT_WATER_BSN","PCT_WETLAND_BSN","PCT_FOREST_BSN","ECO_REG","CHLA_COND","NTL_COND","PTL_COND","TROPHIC_STATE","DIN_PPM","tn.tp","TN_mol","NH4N_mol","NO3N_mol","TP_mol","DOC_mol","DIN_mol","ECO_REG_NAME","TSTATE_TP","TSTATE_TN","TSTATE_CHL"
"168",6281,0.554,147,0.005,0.019,6.03,13.056,"NLA12_AZ-127",1,"5/23/2012","PROB",-112.1541634,35.28501346,"Region_9",3.72925535,"No","MAN_MADE",24.76589448,2072.07,15010004,"NLA_AZ-10066",3.933734,0,0.88368,0,82.675274,"WMT","Fair","Poor","Poor","Eutrophic",0.024,8.33376516158442,3.9551652745056e-05,3.56964374955379e-07,1.35646462483044e-06,4.74595239704792e-06,0.000502081598667777,1.71342899978582e-06,"Western Mountains","HYPEREUTROPHIC (> 100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"169",6284,0.136,16,8e-04,0.02,1.09,1.16,"NLA12_KY-101",1,"5/24/2012","PROB",-83.71182785,36.67911865,"Region_4",6.220450868,"Yes","MAN_MADE",90.55714639,390.75,5130101,"NLA_KY-10003",3.178818,0,7.275624,0,87.269555,"SAP","Good","Good","Good","Oligotrophic",0.0208,18.7961003057757,9.70943099878632e-06,5.71142999928607e-08,1.42785749982152e-06,5.16566247297733e-07,9.07577019150708e-05,1.48497179981438e-06,"Southern Appalachians","MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"170",6285,0.823,50,0.014,0,3.64,44.26666667,"NLA12_KY-107",1,"5/23/2012","PROB",-84.22950013,37.69858857,"Region_4",14.67828505,"Yes","MAN_MADE",50.06446701,274.92,5100205,"NLA_KY-10024",24.489982,43.953317,5.008271,0.340011,25.408932,"SAP","Good","Poor","Poor","Hypereutrophic",0.014,36.398095415655,5.87563361176555e-05,9.99500249875062e-07,0,1.61426952280542e-06,0.00030308076602831,9.99500249875062e-07,"Southern Appalachians","EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"171",6286,0.658,26,0.016,0.02,6.73,31.2,"NLA12_NC-107",1,"5/23/2012","PROB",-78.62163532,35.34715726,"Region_4",450.460218,"Yes","MAN_MADE",1.467698529,54.1,3030006,"NLA_NC-10029",21.052632,35.964912,12.280702,18.421053,12.280702,"CPL","Poor","Fair","Good","Hypereutrophic",0.036,55.9630497791873,4.69765117441279e-05,1.14228599985721e-06,1.42785749982152e-06,8.39420151858817e-07,0.000560366361365529,2.57014349967873e-06,"Coastal Plains","EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"172",6293,1.033,112,0.212,0.641,10.65,6.896,"NLA12_GA-101",1,"5/24/2012","PROB",-81.41324075,31.05990761,"Region_4",1148.622872,"No","MAN_MADE",9.741400804,0.71,3070203,"NLA_GA-10009",59.097473,0.469314,1.913357,6.931408,29.855596,"CPL","Poor","Poor","Poor","Mesotrophic",0.853,20.395348335994,7.37488398657814e-05,1.51352894981081e-05,4.57628328692796e-05,3.61596373108413e-06,0.000886761032472939,6.08981223673877e-05,"Coastal Plains","HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","MESOTROPHIC (2-7 ug/L)"
"173",6300,0.505,30,0.0051,0.185,2.17,18,"NLA12_AL-101",1,"5/24/2012","PROB",-87.3913824,33.29204144,"Region_4",20.28888476,"Yes","MAN_MADE",1301.87197,57.03,3160112,"NLA_AL-10029",9.487717,17.837766,1.595845,1.168715,57.591331,"SAP","Good","Fair","Fair","Eutrophic",0.1901,37.2236496251636,3.60534018704933e-05,3.64103662454487e-07,1.3207681873349e-05,9.6856171368325e-07,0.000180682764363031,1.35717855358035e-05,"Southern Appalachians","EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"174",6303,0.166,22,0.0028,0.02,2.25,NA,"NLA12_KY-103",1,"5/25/2012","PROB",-82.87261725,38.48626189,"Region_4",24.88180347,"No","MAN_MADE",70.45611645,182.27,5090104,"NLA_KY-10004",3.507097,0.97384,5.289288,0,89.548723,"SAP","Not Assessed","Good","Fair","Not Assessed",0.0228,16.6853082928276,1.18512172485186e-05,1.99900049975012e-07,1.42785749982152e-06,7.10278590034383e-07,0.000187343880099917,1.62775754979653e-06,"Southern Appalachians","MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)",NA
"175",6318,2.8,834,0.1,0.05,18.9,74.2,"NLA12_OK-293",1,"5/29/2012","PROB",-99.28949259,35.44629551,"Region_6",67.5835424,"No","MAN_MADE",10.13010183,552.54,11130302,"NLA_OK-10111",8.375437,62.216608,0.440472,0.032388,0.550589,"SPL","Poor","Poor","Poor","Hypereutrophic",0.15,7.42404864665988,0.000199900049975012,7.13928749910759e-06,3.56964374955379e-06,2.69260156403943e-05,0.0015736885928393,1.07089312486614e-05,"Southern Plains","HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"176",6319,1.231,231,0.0036,0.019,4.63,23.521,"NLA12_NM-132",1,"5/28/2012","PROB",-104.2263032,36.83163302,"Region_6",2.26994557,"No","MAN_MADE",44.17987055,2066.16,11080001,"NLA_NM-10054",0.386641,0.051215,1.193825,1.341701,12.938036,"WMT","Fair","Poor","Poor","Eutrophic",0.0226,11.7840588115151,8.78846291140144e-05,2.57014349967873e-07,1.35646462483044e-06,7.45792519536102e-06,0.000385512073272273,1.61347897479832e-06,"Western Mountains","HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"177",6320,1.204,71,0.024,0.02,14.14,NA,"NLA12_SC-104",1,"5/25/2012","PROB",-81.7628833,34.35717311,"Region_4",120.5098518,"Yes","MAN_MADE",4.839322285,162.83,3050109,"NLA_SC-10010",2.380952,1.40056,3.221289,5.742297,71.148459,"SAP","Good","Poor","Poor","Eutrophic",0.044,37.4987651502136,8.59570214892554e-05,1.71342899978582e-06,1.42785749982152e-06,2.29226272238369e-06,0.00117735220649459,3.14128649960734e-06,"Southern Appalachians","EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)",NA
"178",6321,0.838,61,0.0032,0.019,3.18,29.33333333,"NLA12_SC-105",1,"5/27/2012","PROB",-80.9279379,34.00001889,"Region_4",120.5098518,"Yes","MAN_MADE",5.577278163,67.95,3050110,"NLA_SC-10011",54.395604,6.043956,3.296703,2.276295,27.237049,"CPL","Poor","Poor","Poor","Eutrophic",0.0222,30.3782681894697,5.98272292425216e-05,2.28457199971443e-07,1.35646462483044e-06,1.96940881782261e-06,0.000264779350541216,1.58492182480188e-06,"Coastal Plains","EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"179",6325,0.3,12,0.0049,0.066,1.72,2.605714286,"NLA12_SC-112",1,"5/26/2012","PROB",-81.34046836,33.67943225,"Region_4",120.5098518,"No","MAN_MADE",8.307803766,100.53,3050203,"NLA_SC-10018",2.738087,9.023721,1.013585,17.829239,41.423242,"CPL","Poor","Good","Good","Mesotrophic",0.0709,55.2826479581638,2.14178624973228e-05,3.49825087456272e-07,4.71192974941101e-06,3.874246854733e-07,0.000143213988343047,5.06175483686728e-06,"Coastal Plains","MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"180",6326,0.498,32,0.063,0.129,2.63,11.49333333,"NLA12_SC-108",1,"5/28/2012","PROB",-81.88510289,33.57494811,"Region_4",120.5098518,"Yes","MAN_MADE",6.751048781,74.77,3060106,"NLA_SC-10014",7.60349,16.464249,1.569449,5.837325,43.17482,"CPL","Good","Good","Good","Eutrophic",0.192,34.413448353957,3.55536517455558e-05,4.49775112443778e-06,9.20968087384879e-06,1.03313249459547e-06,0.000218984179850125,1.37074319982866e-05,"Coastal Plains","EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"181",6341,1.511,256,0.051,0.052,18.45,12.88,"NLA12_NM-152",1,"5/29/2012","PROB",-104.8160803,36.17599422,"Region_6",2.26994557,"No","MAN_MADE",25.20015344,2038.53,11080003,"NLA_NM-10074",0,0,5.333169,1.108511,0.739007,"SPL","Good","Poor","Poor","Eutrophic",0.103,13.0518876663727,0.000107874634111516,3.64103662454487e-06,3.71242949953595e-06,8.26505995676373e-06,0.00153621981681932,7.35346612408082e-06,"Southern Plains","HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"182",6342,0.824,43,0.014,0.032,6.1,15.62,"NLA12_CO-110",1,"5/29/2012","PROB",-105.112227,39.99496234,"Region_8",71.20398155,"Yes","MAN_MADE",18.24577471,1620.93,10190005,"NLA_CO-10027",59.211823,6.403941,21.280788,12.807882,0,"SPL","Good","Fair","Fair","Eutrophic",0.046,42.3747924814204,5.88277289926465e-05,9.99500249875062e-07,2.28457199971443e-06,1.38827178961266e-06,0.000507910074937552,3.28407224958949e-06,"Southern Plains","EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"183",6344,1.553,414,0.069,0.079,11.77,13.44,"NLA12_ND-101",1,"5/30/2012","PROB",-97.23724726,46.09722632,"Region_8",234.2803929,"No","NATURAL",256.2103197,330.05,9020105,"NLA_ND-10043",5.317681,73.191727,12.547047,4.620831,1.091858,"TPL","Good","Fair","Poor","Eutrophic",0.148,8.29506785304622,0.000110873134861141,4.92610837438424e-06,5.640037124295e-06,1.33661516488288e-05,0.000980016652789342,1.05661454986792e-05,"Temperate Plains","HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"184",6345,2.498,483,0.0096,0,17.83,133.14,"NLA12_KY-104",1,"5/30/2012","PROB",-89.33692644,36.50433221,"Region_4",71.70526242,"No","NATURAL",7.434819774,86.87,8010202,"NLA_KY-10026",0,6.309148,1.892744,88.643533,3.154574,"CPL","Fair","Poor","Poor","Hypereutrophic",0.0096,11.4365262608276,0.000178339401727708,6.85371599914328e-07,0,1.55938435903003e-05,0.00148459616985845,6.85371599914328e-07,"Coastal Plains","HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"185",6346,0.968,45,0.015,0.104,6.61,14.688,"NLA12_KS-130",1,"5/30/2012","PROB",-94.76668793,38.79840973,"Region_7",168.4089157,"Yes","MAN_MADE",7.185480548,308.62,10300101,"NLA_KS-10065",10.030662,83.04862,5.86947,0.306614,0.744634,"TPL","Fair","Good","Good","Eutrophic",0.119,47.56764730978,6.91083029913615e-05,1.07089312486614e-06,7.42485899907189e-06,1.45284257052487e-06,0.0005503746877602,8.49575212393803e-06,"Temperate Plains","EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"186",6347,0.52,16,0.03,0.09,3.84,5.2,"NLA12_PA-108",1,"5/30/2012","PROB",-74.79768626,40.15293661,"Region_3",53.03929921,"Yes","NATURAL",397.2058615,2.57,2040201,"NLA_PA-10030",40.89351,2.713666,37.122943,12.899909,2.690814,"CPL","Poor","Fair","Good","Mesotrophic",0.12,71.8674423456129,3.71242949953595e-05,2.14178624973228e-06,6.42535874919683e-06,5.16566247297733e-07,0.000319733555370525,8.56714499892911e-06,"Coastal Plains","MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)"
"187",6359,0.041,15,0,0.019,0.7,0.864,"NLA12_NC-105",1,"5/30/2012","PROB",-83.6799846,35.18110441,"Region_4",43.26120774,"No","MAN_MADE",640.030334,916.56,6010202,"NLA_NC-10005",2.104093,0.22068,2.290412,0.083996,94.565093,"SAP","Good","Good","Good","Oligotrophic",0.019,6.04423617675924,2.92710787463411e-06,0,1.35646462483044e-06,4.84280856841625e-07,5.82847626977519e-05,1.35646462483044e-06,"Southern Appalachians","MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"188",6361,1.348,77,0.016,0,18.96,8.586666667,"NLA12_NM-105",1,"5/30/2012","PROB",-105.1444719,35.7589017,"Region_6",13.42748876,"No","MAN_MADE",325.898413,2059.13,11080004,"NLA_NM-10011",0,0,15.150082,0,0.632149,"SPL","Poor","Poor","Poor","Eutrophic",0.016,38.7122127000544,9.62375954879703e-05,1.14228599985721e-06,0,2.48597506512034e-06,0.00157868442964197,1.14228599985721e-06,"Southern Plains","EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"189",6362,0.348,27,0.038,0.037,3.86,2.74,"NLA12_SD-101",1,"5/31/2012","PROB",-100.7008666,44.64709591,"Region_8",20.43802372,"Yes","MAN_MADE",125497.4158,490.37,10130105,"NLA_SD-10005",1.4095,16.370636,0.94561,1.675897,10.157539,"NPL","Good","Good","Good","Mesotrophic",0.075,28.5012762806533,2.48447204968944e-05,2.71292924966088e-06,2.64153637466981e-06,8.71705542314925e-07,0.000321398834304746,5.35446562433069e-06,"Northern Plains","EUTROPHIC (25-100 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"190",6372,0.18,30,5e-04,0,2.93,4.52,"NLA12_NM-104",1,"6/1/2012","PROB",-105.9169632,35.97484061,"Region_6",59.82815493,"Yes","MAN_MADE",40.80006624,1915.69,13020101,"NLA_NM-10009",0.001766,0.081233,0.143748,0.035672,83.393081,"XER","Good","Good","Good","Mesotrophic",5e-04,13.2678355099593,1.28507174983937e-05,3.56964374955379e-08,0,9.6856171368325e-07,0.000243963363863447,3.56964374955379e-08,"Xeric","EUTROPHIC (25-100 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"191",6373,1.254,158,0.0057,0.019,5.29,78.33333333,"NLA12_KY-120",1,"5/31/2012","PROB",-88.49023699,36.87545566,"Region_4",34.32894028,"No","MAN_MADE",16.18263377,119.52,6040006,"NLA_KY-10041",4.715344,37.384629,1.325048,0.703647,54.263,"CPL","Poor","Poor","Poor","Hypereutrophic",0.0247,17.5504912758322,8.95266652388092e-05,4.06939387449133e-07,1.35646462483044e-06,5.10109169206512e-06,0.000440466278101582,1.76340401227957e-06,"Coastal Plains","HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"192",6374,1.03,95,0.036,0.158,2.99,48.54545455,"NLA12_KY-122",1,"6/3/2012","PROB",-85.14063673,38.20711945,"Region_4",12.7219014,"Yes","MAN_MADE",156.2603558,222.96,5140102,"NLA_KY-10043",4.887056,77.032475,1.641873,0.067778,15.749126,"SAP","Good","Poor","Poor","Hypereutrophic",0.194,23.9752115355405,7.35346612408082e-05,2.57014349967873e-06,1.128007424859e-05,3.06711209333029e-06,0.000248959200666112,1.38502177482687e-05,"Southern Appalachians","EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"193",6381,1.923,50,0.012,0.025,9.69,29.92,"NLA12_TN-114",1,"5/31/2012","PROB",-88.79381612,35.53344258,"Region_4",40.09701449,"Yes","MAN_MADE",4.922124868,129.47,8010205,"NLA_TN-10035",5.112174,3.199706,2.096359,0.183891,78.999633,"CPL","Poor","Poor","Fair","Eutrophic",0.037,85.0468256188392,0.000137288498607839,8.56714499892911e-07,1.7848218747769e-06,1.61426952280542e-06,0.000806827643630308,2.64153637466981e-06,"Coastal Plains","EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"194",6393,0.991,129,0.01,0,2.82,49.76,"NLA12_TN-101",1,"5/30/2012","PROB",-86.38150478,35.37136692,"Region_4",163.9754023,"Yes","MAN_MADE",12.4238439,266.37,6040002,"NLA_TN-10017",4.468349,40.959867,5.04758,0,40.918494,"SAP","Poor","Poor","Poor","Hypereutrophic",0.01,16.9876291865241,7.07503391161562e-05,7.13928749910759e-07,0,4.16481536883797e-06,0.000234804329725229,7.13928749910759e-07,"Southern Appalachians","HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"195",6394,1.099,120,0.0088,0,6.44,109.584,"NLA12_TN-113",1,"6/1/2012","PROB",-89.9349158,35.2132032,"Region_4",40.09701449,"Yes","MAN_MADE",8.859029744,86.01,8010210,"NLA_TN-10034",90.462428,0,8.092486,0,0,"CPL","Good","Poor","Poor","Hypereutrophic",0.0088,20.2518767020073,7.84607696151924e-05,6.28257299921468e-07,0,3.874246854733e-06,0.000536219816819317,6.28257299921468e-07,"Coastal Plains","HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"196",6395,1.794,628,0.0094,0.02,4.39,69.6,"NLA12_TN-108",1,"5/29/2012","PROB",-87.03244737,35.67437636,"Region_4",11.77417721,"Yes","MAN_MADE",33.43314103,192.02,6040003,"NLA_TN-10029",0,51.025992,29.616963,1.094391,16.005472,"SAP","Poor","Poor","Poor","Hypereutrophic",0.0294,6.31701085585642,0.00012807881773399,6.71093024916113e-07,1.42785749982152e-06,2.0275225206436e-05,0.000365528726061615,2.09895052473763e-06,"Southern Appalachians","HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"197",6396,0.379,25,0.022,0.027,3.85,13.376,"NLA12_KY-102",1,"6/1/2012","PROB",-87.66376146,37.06736918,"Region_4",76.44105032,"Yes","MAN_MADE",20.41576571,138.38,5140205,"NLA_KY-10009",0.220867,0.021035,2.050905,0.283971,97.002525,"SAP","Good","Fair","Fair","Eutrophic",0.049,33.5233977218305,2.70578996216178e-05,1.57064324980367e-06,1.92760762475905e-06,8.07134761402708e-07,0.000320566194837635,3.49825087456272e-06,"Southern Appalachians","MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"198",6397,0.238,37,6e-04,0,2.07,4.697142857,"NLA12_SC-106",1,"6/1/2012","PROB",-81.98461692,35.1098162,"Region_4",13.45498345,"Yes","MAN_MADE",76.65414285,236.89,3050105,"NLA_SC-10012",12.844025,23.477198,3.72497,2.121901,48.777751,"SAP","Good","Good","Poor","Mesotrophic",6e-04,14.2240759070735,1.69915042478761e-05,4.28357249946455e-08,0,1.19455944687601e-06,0.000172356369691923,4.28357249946455e-08,"Southern Appalachians","EUTROPHIC (25-100 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"199",6398,0.115,12,0,0.019,1.52,2.05,"NLA12_NC-109",1,"6/4/2012","PROB",-82.7166084,35.14832536,"Region_4",16.41763141,"Yes","MAN_MADE",33.85708507,877.99,6010105,"NLA_NC-10031",36.131271,0.631114,9.182707,0,53.613127,"SAP","Good","Good","Good","Mesotrophic",0.019,21.1916817172961,8.21018062397373e-06,0,1.35646462483044e-06,3.874246854733e-07,0.000126561199000833,1.35646462483044e-06,"Southern Appalachians","MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"200",6399,0.291,38,0.0036,0.019,1.99,13.248,"NLA12_NC-101",1,"6/3/2012","PROB",-81.35761261,35.76647764,"Region_4",37.83139537,"Yes","MAN_MADE",1558.998984,283.34,3050101,"NLA_NC-10020",12.577601,10.85889,1.554981,0.27816,69.422695,"SAP","Good","Good","Poor","Eutrophic",0.0226,16.9339479535007,2.07753266224031e-05,2.57014349967873e-07,1.35646462483044e-06,1.22684483733212e-06,0.000165695253955037,1.61347897479832e-06,"Southern Appalachians","EUTROPHIC (25-100 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","EUTROPHIC (7-30 ug/L)"
"201",6400,0.094,26,0.012,0.019,1.05,2.034285714,"NLA12_NC-108",1,"6/2/2012","PROB",-82.08422324,35.72677802,"Region_4",26.08451647,"No","MAN_MADE",69.73260796,427.5,3050101,"NLA_NC-10030",2.068402,0.131832,1.033443,0,96.290516,"SAP","Good","Good","Fair","Mesotrophic",0.031,7.99472139702676,6.71093024916113e-06,8.56714499892911e-07,1.35646462483044e-06,8.39420151858817e-07,8.74271440466278e-05,2.21317912472335e-06,"Southern Appalachians","EUTROPHIC (25-100 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)"
"202",6402,0.779,49,0.014,0.022,8,2.52,"NLA12_SD-138",1,"6/4/2012","PROB",-97.44011662,45.69877035,"Region_8",34.0180172,"No","NATURAL",696.3329358,547.07,10160010,"NLA_SD-10112",2.926214,6.938604,27.177993,2.017477,2.928265,"TPL","Fair","Good","Good","Mesotrophic",0.036,35.1552512321711,5.56150496180481e-05,9.99500249875062e-07,1.57064324980367e-06,1.58198413234931e-06,0.000666111573688593,2.57014349967873e-06,"Temperate Plains","EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","MESOTROPHIC (2-7 ug/L)"
"203",6403,1.129,25,0.056,0.001,17.68,4.658333333,"NLA12_NM-117",1,"6/3/2012","PROB",-105.1370534,36.89563356,"Region_6",2.26994557,"No","NATURAL",24.32774702,2650.12,11080001,"NLA_NM-10039",0,0,25.554484,0,57.377049,"WMT","Poor","Poor","Good","Mesotrophic",0.057,99.8625752716271,8.06025558649247e-05,3.99800099950025e-06,7.13928749910759e-08,8.07134761402708e-07,0.00147210657785179,4.06939387449133e-06,"Western Mountains","MESOTROPHIC (10-25 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","MESOTROPHIC (2-7 ug/L)"
"204",6404,1.194,261,0.0062,0,8.9,50.4,"NLA12_KS-108",1,"6/4/2012","PROB",-95.45681141,39.63835365,"Region_7",96.24792788,"No","MAN_MADE",26.86449268,321.71,10270103,"NLA_KS-10013",5.551634,85.374011,2.017762,0.19323,4.291926,"TPL","Poor","Fair","Poor","Hypereutrophic",0.0062,10.1160891436088,8.52430927393446e-05,4.42635824944671e-07,0,8.42648690904427e-06,0.00074104912572856,4.42635824944671e-07,"Temperate Plains","HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"205",6411,1.373,25,0.0091,0.951,2.25,10.8,"NLA12_KY-114",1,"6/4/2012","PROB",-86.15640465,37.33610144,"Region_4",12.7219014,"No","MAN_MADE",2204.701389,156.97,5110001,"NLA_KY-10035",6.679475,46.859857,1.552587,0.07582,41.998713,"TPL","Good","Fair","Good","Eutrophic",0.9601,121.444921034494,9.80224173627472e-05,6.49675162418791e-07,6.78946241165132e-05,8.07134761402708e-07,0.000187343880099917,6.8544299278932e-05,"Temperate Plains","MESOTROPHIC (10-25 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"206",6412,1.503,52,0.014,0,19.07,NA,"NLA12_NM-133",1,"6/4/2012","PROB",-105.2471097,36.88334317,"Region_6",46.84154323,"No","MAN_MADE",1.162679858,2999.7,13020101,"NLA_NM-10055",0,0,12.631579,0,73.684211,"WMT","Not Assessed","Poor","Fair","Not Assessed",0.014,63.9152460624001,0.000107303491111587,9.99500249875062e-07,0,1.67884030371763e-06,0.00158784346378018,9.99500249875062e-07,"Western Mountains","EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)",NA
"207",6414,0.554,212,0.0033,0,2.99,25.6,"NLA12_MS-107",1,"6/4/2012","PROB",-90.07422849,34.7222327,"Region_4",9.774284905,"Yes","MAN_MADE",3907.840954,65.5,8030204,"NLA_MS-10004",8.220423,39.603024,2.322195,7.626823,24.985578,"CPL","Fair","Fair","Poor","Eutrophic",0.0033,5.77860131487221,3.9551652745056e-05,2.3559648747055e-07,0,6.84450277669497e-06,0.000248959200666112,2.3559648747055e-07,"Coastal Plains","HYPEREUTROPHIC (> 100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"208",6415,0.439,33,0.0062,0.019,3.08,25.76,"NLA12_MS-106",1,"6/2/2012","PROB",-89.68450516,34.46148002,"Region_4",7.330713679,"Yes","MAN_MADE",12459.03136,82.01,8030201,"NLA_MS-10023",5.117543,22.877748,4.229243,7.591411,43.858011,"CPL","Fair","Good","Good","Eutrophic",0.0252,29.4170696407684,3.13414721210823e-05,4.42635824944671e-07,1.35646462483044e-06,1.06541788505157e-06,0.000256452955870108,1.79910044977511e-06,"Coastal Plains","EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
"209",6416,4.738,493,0.014,0,13.13,104,"NLA12_IA-107",1,"6/4/2012","PROB",-93.4978572,43.38972512,"Region_7",50.46729597,"No","NATURAL",300.5586655,380.53,7080203,"NLA_IA-10024",4.964737,38.209622,34.948677,16.15809,0,"TPL","Good","Poor","Poor","Hypereutrophic",0.014,21.2518609351546,0.000338259441707718,9.99500249875062e-07,0,1.59166974948614e-05,0.0010932556203164,9.99500249875062e-07,"Temperate Plains","HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"210",6417,1.951,126,0.033,0,13.29,23.36,"NLA12_SD-130",1,"6/5/2012","PROB",-97.23383272,45.66600053,"Region_8",127.8065816,"No","NATURAL",2.784188967,605.47,10160010,"NLA_SD-10104",0,0,45.56962,0,21.518987,"TPL","Poor","Poor","Poor","Eutrophic",0.033,34.2401416401199,0.000139287499107589,2.3559648747055e-06,0,4.06795919746965e-06,0.00110657785179017,2.3559648747055e-06,"Temperate Plains","HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)"
"211",6421,0.628,47,0.0096,0,5.84,9.92,"NLA12_KS-109",1,"6/5/2012","PROB",-95.04339042,39.34884684,"Region_7",168.4089157,"Yes","MAN_MADE",4.302133103,289.68,10240011,"NLA_KS-10045",5.437352,44.385343,2.364066,0,45.035461,"TPL","Poor","Good","Good","Eutrophic",0.0096,29.5468109938101,4.48347254943957e-05,6.85371599914328e-07,0,1.51741335143709e-06,0.000486261448792673,6.85371599914328e-07,"Temperate Plains","EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)"
