lakeid,sampledate,doc,no3no2,totpf,totpuf,flagdoc,flagno3no2,flagtotpf,flagtotpuf
TR,2015-04-24,,,,,,,,
TR,2015-04-24,,,,,,,,
TR,2015-04-24,,,,,,,,
TR,2015-04-24,,,,,,,,
TR,2015-04-24,,,,,,,,
TR,2015-04-24,,,,,,,,
TR,2015-04-24,2.70,58,4,11,,N,,
TR,2015-04-24,,,,,,,,
TR,2015-04-24,,,,,,,,
TR,2015-04-24,,,,,,,,
TR,2015-04-24,,,,,,,,
TR,2015-04-24,,,,,,,,
TR,2015-04-24,,,,,,,,
TR,2015-04-24,,,,,,,,
TR,2015-04-24,,,,,,,,
TR,2015-04-24,,,,,,,,
TR,2015-04-24,,,,,,,,
TR,2015-04-24,,,,,,,,
TR,2015-04-24,2.52,62,3,8,,N,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-07,,,,,,,,
TR,2015-05-21,2.93,0,7,8,,X,,
TR,2015-05-21,,,,,,,,
TR,2015-05-21,,,,,,,,
TR,2015-05-21,,,,,,,,
TR,2015-05-21,,,,,,,,
TR,2015-05-21,,,,,,,,
TR,2015-05-21,,,,,,,,
TR,2015-05-21,,,,,,,,
TR,2015-05-21,,,,,,,,
TR,2015-05-21,,,,,,,,
TR,2015-05-21,2.85,2,4,9,,,,
TR,2015-05-21,,,,,,,,
TR,2015-05-21,,,,,,,,
TR,2015-05-21,,,,,,,,
TR,2015-05-21,,,,,,,,
TR,2015-05-21,2.98,43,7,7,,,,N
TR,2015-05-21,,,,,,,,
TR,2015-05-21,,,,,,,,
TR,2015-05-21,,,,,,,,
TR,2015-05-21,,,,,,,,
TR,2015-05-21,2.94,57,5,11,,,,
TR,2015-05-21,,,,,,,,
TR,2015-05-21,,,,,,,,
TR,2015-05-21,,,,,,,,
TR,2015-05-21,,,,,,,,
TR,2015-05-21,,,,,,,,
TR,2015-05-21,,,,,,,,
TR,2015-05-21,,,,,,,,
TR,2015-05-21,,,,,,,,
TR,2015-05-21,,,,,,,,
TR,2015-05-21,,,,,,,,
TR,2015-05-21,,,,,,,,
TR,2015-05-21,3.30,70,13,10,,,,E
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-04,,,,,,,,
TR,2015-06-18,2.79,2,3,6,,E,,
TR,2015-06-18,,,,,,,,
TR,2015-06-18,,,,,,,,
TR,2015-06-18,,,,,,,,
TR,2015-06-18,,,,,,,,
TR,2015-06-18,2.73,3,3,7,,,,
TR,2015-06-18,,,,,,,,
TR,2015-06-18,,,,,,,,
TR,2015-06-18,,,,,,,,
TR,2015-06-18,,,,,,,,
TR,2015-06-18,2.66,2,3,0,,,,EX
TR,2015-06-18,,,,,,,,
TR,2015-06-18,,,,,,,,
TR,2015-06-18,,,,,,,,
TR,2015-06-18,,,,,,,,
TR,2015-06-18,2.74,2,1,3,,,NX,N
TR,2015-06-18,,,,,,,,
TR,2015-06-18,,,,,,,,
TR,2015-06-18,,,,,,,,
TR,2015-06-18,,,,,,,,
TR,2015-06-18,2.67,53,2,3,,,X,
TR,2015-06-18,,,,,,,,
TR,2015-06-18,,,,,,,,
TR,2015-06-18,,,,,,,,
TR,2015-06-18,,,,,,,,
TR,2015-06-18,,,,,,,,
TR,2015-06-18,,,,,,,,
TR,2015-06-18,,,,,,,,
TR,2015-06-18,,,,,,,,
TR,2015-06-18,,,,,,,,
TR,2015-06-18,,,,,,,,
TR,2015-06-18,,,,,,,,
TR,2015-06-18,2.54,98,1,10,,,X,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-02,,,,,,,,
TR,2015-07-16,3.08,,3,16,,,,
TR,2015-07-16,,,,,,,,
TR,2015-07-16,,,,,,,,
TR,2015-07-16,,,,,,,,
TR,2015-07-16,,,,,,,,
TR,2015-07-16,2.96,,8,9,,,,
TR,2015-07-16,,,,,,,,
TR,2015-07-16,,,,,,,,
TR,2015-07-16,2.70,,4,9,,,,
TR,2015-07-16,,,,,,,,
TR,2015-07-16,,,,,,,,
TR,2015-07-16,,,,,,,,
TR,2015-07-16,,,,,,,,
TR,2015-07-16,,,,,,,,
TR,2015-07-16,,,,,,,,
TR,2015-07-16,2.67,,6,7,,,,
TR,2015-07-16,,,,,,,,
TR,2015-07-16,,,,,,,,
TR,2015-07-16,,,,,,,,
TR,2015-07-16,,,,,,,,
TR,2015-07-16,,,,,,,,
TR,2015-07-16,,,,,,,,
TR,2015-07-16,,,,,,,,
TR,2015-07-16,,,,,,,,
TR,2015-07-16,,,,,,,,
TR,2015-07-16,,,,,,,,
TR,2015-07-16,,,,,,,,
TR,2015-07-16,2.48,,9,9,,,,
TR,2015-07-16,,,,,,,,
TR,2015-07-16,,,,,,,,
TR,2015-07-16,,,,,,,,
TR,2015-07-16,,,,,,,,
TR,2015-07-16,2.51,,16,17,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-07-30,,,,,,,,
TR,2015-08-13,3.00,,0,3,,,X,
TR,2015-08-13,,,,,,,,
TR,2015-08-13,,,,,,,,
TR,2015-08-13,,,,,,,,
TR,2015-08-13,,,,,,,,
TR,2015-08-13,,,,,,,,
TR,2015-08-13,,,,,,,,
TR,2015-08-13,,,,,,,,
TR,2015-08-13,3.06,,4,6,,,,
TR,2015-08-13,,,,,,,,
TR,2015-08-13,3.05,,2,5,,,X,
TR,2015-08-13,,,,,,,,
TR,2015-08-13,,,,,,,,
TR,2015-08-13,,,,,,,,
TR,2015-08-13,,,,,,,,
TR,2015-08-13,2.76,,2,7,,,X,
TR,2015-08-13,,,,,,,,
TR,2015-08-13,,,,,,,,
TR,2015-08-13,,,,,,,,
TR,2015-08-13,,,,,,,,
TR,2015-08-13,2.81,,4,13,,,,
TR,2015-08-13,,,,,,,,
TR,2015-08-13,,,,,,,,
TR,2015-08-13,,,,,,,,
TR,2015-08-13,,,,,,,,
TR,2015-08-13,,,,,,,,
TR,2015-08-13,,,,,,,,
TR,2015-08-13,,,,,,,,
TR,2015-08-13,,,,,,,,
TR,2015-08-13,,,,,,,,
TR,2015-08-13,,,,,,,,
TR,2015-08-13,,,,,,,,
TR,2015-08-13,2.59,,3,16,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-08-27,,,,,,,,
TR,2015-09-11,3.18,8,1,6,,E,X,
TR,2015-09-11,,,,,,,,
TR,2015-09-11,,,,,,,,
TR,2015-09-11,,,,,,,,
TR,2015-09-11,,,,,,,,
TR,2015-09-11,,,,,,,,
TR,2015-09-11,,,,,,,,
TR,2015-09-11,,,,,,,,
TR,2015-09-11,3.14,0,2,7,,X,X,
TR,2015-09-11,,,,,,,,
TR,2015-09-11,3.10,9,2,7,,,X,
TR,2015-09-11,,,,,,,,
TR,2015-09-11,,,,,,,,
TR,2015-09-11,2.96,43,5,10,,,,
TR,2015-09-11,,,,,,,,
TR,2015-09-11,,,,,,,,
TR,2015-09-11,,,,,,,,
TR,2015-09-11,,,,,,,,
TR,2015-09-11,,,,,,,,
TR,2015-09-11,,,,,,,,
TR,2015-09-11,2.72,37,4,9,,,,
TR,2015-09-11,,,,,,,,
TR,2015-09-11,,,,,,,,
TR,2015-09-11,,,,,,,,
TR,2015-09-11,,,,,,,,
TR,2015-09-11,,,,,,,,
TR,2015-09-11,,,,,,,,
TR,2015-09-11,,,,,,,,
TR,2015-09-11,,,,,,,,
TR,2015-09-11,,,,,,,,
TR,2015-09-11,,,,,,,,
TR,2015-09-11,,,,,,,,
TR,2015-09-11,2.72,144,3,12,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-09-24,,,,,,,,
TR,2015-10-08,3.01,7,2,6,,,X,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,2.98,9,4,5,,N,,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,2.85,2,1,13,,E,X,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,2.75,34,0,7,,,X,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,,,,,,,,
TR,2015-10-08,2.66,30,1,17,,,X,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-10-22,,,,,,,,
TR,2015-11-18,2.71,30,3,7,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,2.65,27,3,9,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,2.79,24,2,10,,,X,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,,,,,,,,
TR,2015-11-18,2.87,24,2,9,,,X,
TR,2016-02-01,3.33,66,1,0,,,NX,X
TR,2016-02-01,,,,,,,,
TR,2016-02-01,,,,,,,,
TR,2016-02-01,,,,,,,,
TR,2016-02-01,,,,,,,,
TR,2016-02-01,,,,,,,,
TR,2016-02-01,,,,,,,,
TR,2016-02-01,,,,,,,,
TR,2016-02-01,,,,,,,,
TR,2016-02-01,,,,,,,,
TR,2016-02-01,3.20,57,16,4,,E,,
TR,2016-02-01,,,,,,,,
TR,2016-02-01,,,,,,,,
TR,2016-02-01,,,,,,,,
TR,2016-02-01,,,,,,,,
TR,2016-02-01,,,,,,,,
TR,2016-02-01,,,,,,,,
TR,2016-02-01,,,,,,,,
TR,2016-02-01,,,,,,,,
TR,2016-02-01,,,,,,,,
TR,2016-02-01,3.20,71,0,1,,,X,X
TR,2016-02-01,,,,,,,,
TR,2016-02-01,,,,,,,,
TR,2016-02-01,,,,,,,,
TR,2016-02-01,,,,,,,,
TR,2016-02-01,,,,,,,,
TR,2016-02-01,,,,,,,,
TR,2016-02-01,,,,,,,,
TR,2016-02-01,,,,,,,,
TR,2016-02-01,,,,,,,,
TR,2016-02-01,,,,,,,,
TR,2016-02-01,,,,,,,,
TR,2016-02-01,3.16,112,11,53,,,,
TR,2016-03-01,2.70,70,0,0,,,X,X
TR,2016-03-01,,,,,,,,
TR,2016-03-01,,,,,,,,
TR,2016-03-01,,,,,,,,
TR,2016-03-01,,,,,,,,
TR,2016-03-01,,,,,,,,
TR,2016-03-01,,,,,,,,
TR,2016-03-01,,,,,,,,
TR,2016-03-01,,,,,,,,
TR,2016-03-01,,,,,,,,
TR,2016-03-01,2.44,67,0,1,,,X,X
TR,2016-03-01,,,,,,,,
TR,2016-03-01,,,,,,,,
TR,2016-03-01,,,,,,,,
TR,2016-03-01,,,,,,,,
TR,2016-03-01,,,,,,,,
TR,2016-03-01,,,,,,,,
TR,2016-03-01,,,,,,,,
TR,2016-03-01,,,,,,,,
TR,2016-03-01,,,,,,,,
TR,2016-03-01,2.44,62,12,14,,,,
TR,2016-03-01,,,,,,,,
TR,2016-03-01,,,,,,,,
TR,2016-03-01,,,,,,,,
TR,2016-03-01,,,,,,,,
TR,2016-03-01,,,,,,,,
TR,2016-03-01,,,,,,,,
TR,2016-03-01,,,,,,,,
TR,2016-03-01,,,,,,,,
TR,2016-03-01,,,,,,,,
TR,2016-03-01,,,,,,,,
TR,2016-03-01,2.29,111,1,30,,,X,
TR,2016-04-27,2.57,47,1,7,,,X,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,2.45,41,0,6,,,X,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,2.52,46,5,11,,,,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,,,,,,,,
TR,2016-04-27,2.57,46,0,6,,,NX,N
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-12,,,,,,,,
TR,2016-05-26,2.52,2,3,5,,,,
TR,2016-05-26,,,,,,,,
TR,2016-05-26,,,,,,,,
TR,2016-05-26,2.62,0,3,8,,EX,,
TR,2016-05-26,,,,,,,,
TR,2016-05-26,2.73,0,3,11,,X,E,
TR,2016-05-26,,,,,,,,
TR,2016-05-26,,,,,,,,
TR,2016-05-26,2.69,0,4,6,,X,N,
TR,2016-05-26,,,,,,,,
TR,2016-05-26,,,,,,,,
TR,2016-05-26,,,,,,,,
TR,2016-05-26,,,,,,,,
TR,2016-05-26,,,,,,,,
TR,2016-05-26,,,,,,,,
TR,2016-05-26,,,,,,,,
TR,2016-05-26,,,,,,,,
TR,2016-05-26,,,,,,,,
TR,2016-05-26,,,,,,,,
TR,2016-05-26,,,,,,,,
TR,2016-05-26,2.54,38,4,7,,,,
TR,2016-05-26,,,,,,,,
TR,2016-05-26,,,,,,,,
TR,2016-05-26,,,,,,,,
TR,2016-05-26,,,,,,,,
TR,2016-05-26,,,,,,,,
TR,2016-05-26,,,,,,,,
TR,2016-05-26,,,,,,,,
TR,2016-05-26,,,,,,,,
TR,2016-05-26,,,,,,,,
TR,2016-05-26,,,,,,,,
TR,2016-05-26,,,,,,,,
TR,2016-05-26,2.43,47,3,11,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-09,,,,,,,,
TR,2016-06-23,2.83,1,3,4,,X,,
TR,2016-06-23,,,,,,,,
TR,2016-06-23,,,,,,,,
TR,2016-06-23,,,,,,,,
TR,2016-06-23,,,,,,,,
TR,2016-06-23,2.74,0,3,6,,X,,
TR,2016-06-23,,,,,,,,
TR,2016-06-23,,,,,,,,
TR,2016-06-23,2.69,0,3,8,,X,,
TR,2016-06-23,,,,,,,,
TR,2016-06-23,,,,,,,,
TR,2016-06-23,,,,,,,,
TR,2016-06-23,,,,,,,,
TR,2016-06-23,,,,,,,,
TR,2016-06-23,,,,,,,,
TR,2016-06-23,2.44,7,3,11,,,E,E
TR,2016-06-23,,,,,,,,
TR,2016-06-23,,,,,,,,
TR,2016-06-23,,,,,,,,
TR,2016-06-23,,,,,,,,
TR,2016-06-23,2.34,51,3,8,,,,
TR,2016-06-23,,,,,,,,
TR,2016-06-23,,,,,,,,
TR,2016-06-23,,,,,,,,
TR,2016-06-23,,,,,,,,
TR,2016-06-23,,,,,,,,
TR,2016-06-23,,,,,,,,
TR,2016-06-23,,,,,,,,
TR,2016-06-23,,,,,,,,
TR,2016-06-23,,,,,,,,
TR,2016-06-23,,,,,,,,
TR,2016-06-23,,,,,,,,
TR,2016-06-23,2.46,95,5,12,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-08,,,,,,,,
TR,2016-07-22,2.89,0,8,8,,X,,
TR,2016-07-22,,,,,,,,
TR,2016-07-22,,,,,,,,
TR,2016-07-22,,,,,,,,
TR,2016-07-22,,,,,,,,
TR,2016-07-22,2.86,0,7,9,,EX,,
