"","siteID","domainID","namedLocation","DateTime","analyte","analyteConcentration","analyteUnits","sampleCondition"
"1868","CUPE","D04","CUPE.AOS.S2",2019-07-09 11:45:00,"DOC",0.961,"milligramsPerLiter","GOOD"
"1869","CUPE","D04","CUPE.AOS.S2",2019-07-09 11:45:00,"NO3+NO2 - N",0.3983,"milligramsPerLiter","GOOD"
"1870","CUPE","D04","CUPE.AOS.S2",2019-07-18 11:46:00,"TP",0.3028,"milligramsPerLiter","GOOD"
"1871","CUPE","D04","CUPE.AOS.S2",2019-07-18 11:46:00,"DOC",1.294,"milligramsPerLiter","GOOD"
"1872","CUPE","D04","CUPE.AOS.S2",2019-07-18 11:46:00,"NO3+NO2 - N",0.3871,"milligramsPerLiter","GOOD"
"1873","CUPE","D04","CUPE.AOS.S2",2019-08-06 10:39:00,"NO3+NO2 - N",0.3664,"milligramsPerLiter","OK"
"1874","CUPE","D04","CUPE.AOS.S2",2019-08-06 10:39:00,"DOC",1.089,"milligramsPerLiter","OK"
"1875","CUPE","D04","CUPE.AOS.S2",2019-08-06 10:39:00,"TP",0.045,"milligramsPerLiter","OK"
"1876","CUPE","D04","CUPE.AOS.S2",2019-08-12 11:29:00,"DOC",1.106,"milligramsPerLiter","OK"
"1877","CUPE","D04","CUPE.AOS.S2",2019-08-12 11:29:00,"NO3+NO2 - N",0.3684,"milligramsPerLiter","OK"
"1878","CUPE","D04","CUPE.AOS.S2",2019-08-12 11:29:00,"TP",0.234,"milligramsPerLiter","OK"
"1879","CUPE","D04","CUPE.AOS.S2",2019-08-27 13:47:00,"DOC",0.6681,"milligramsPerLiter","OK"
"1880","CUPE","D04","CUPE.AOS.S2",2019-08-27 13:47:00,"NO3+NO2 - N",0.3704,"milligramsPerLiter","OK"
"1881","CUPE","D04","CUPE.AOS.S2",2019-08-27 13:47:00,"TP",0.2916,"milligramsPerLiter","OK"
"1882","CUPE","D04","CUPE.AOS.S2",2019-09-03 11:23:00,"DOC",1.464,"milligramsPerLiter","OK"
"1883","CUPE","D04","CUPE.AOS.S2",2019-09-03 11:23:00,"TP",0.24,"milligramsPerLiter","OK"
"1884","CUPE","D04","CUPE.AOS.S2",2019-09-03 11:23:00,"NO3+NO2 - N",0.3851,"milligramsPerLiter","OK"
"1885","CUPE","D04","CUPE.AOS.S2",2019-09-12 11:50:00,"DOC",1.806,"milligramsPerLiter","OK"
"1886","CUPE","D04","CUPE.AOS.S2",2019-09-12 11:50:00,"TP",0.2363,"milligramsPerLiter","OK"
"1887","CUPE","D04","CUPE.AOS.S2",2019-09-12 11:50:00,"NO3+NO2 - N",0.4655,"milligramsPerLiter","OK"
"1888","CUPE","D04","CUPE.AOS.S2",2019-09-23 12:41:00,"TP",0.2547,"milligramsPerLiter","OK"
"1889","CUPE","D04","CUPE.AOS.S2",2019-09-23 12:41:00,"TP",0.266,"milligramsPerLiter","OK"
"1890","CUPE","D04","CUPE.AOS.S2",2019-09-23 12:41:00,"TP",0.2916,"milligramsPerLiter","OK"
"1891","CUPE","D04","CUPE.AOS.S2",2019-09-23 12:41:00,"DOC",1.45,"milligramsPerLiter","OK"
"1892","CUPE","D04","CUPE.AOS.S2",2019-09-23 12:41:00,"DOC",1.441,"milligramsPerLiter","OK"
"1893","CUPE","D04","CUPE.AOS.S2",2019-09-23 12:41:00,"DOC",1.561,"milligramsPerLiter","OK"
"1894","CUPE","D04","CUPE.AOS.S2",2019-09-23 12:41:00,"NO3+NO2 - N",0.4027,"milligramsPerLiter","OK"
"1895","CUPE","D04","CUPE.AOS.S2",2019-09-23 12:41:00,"NO3+NO2 - N",0.4064,"milligramsPerLiter","OK"
"1896","CUPE","D04","CUPE.AOS.S2",2019-09-23 12:41:00,"NO3+NO2 - N",0.397,"milligramsPerLiter","OK"
"1897","CUPE","D04","CUPE.AOS.S2",2019-10-01 11:43:00,"DOC",1.813,"milligramsPerLiter","OK"
"1898","CUPE","D04","CUPE.AOS.S2",2019-10-01 11:43:00,"NO3+NO2 - N",0.431,"milligramsPerLiter","OK"
"1899","CUPE","D04","CUPE.AOS.S2",2019-10-01 11:43:00,"TP",0.118,"milligramsPerLiter","OK"
"1900","CUPE","D04","CUPE.AOS.S2",2019-10-07 11:28:00,"TP",0.023,"milligramsPerLiter","OK"
"1901","CUPE","D04","CUPE.AOS.S2",2019-10-07 11:28:00,"DOC",1.23,"milligramsPerLiter","OK"
"1902","CUPE","D04","CUPE.AOS.S2",2019-10-07 11:28:00,"NO3+NO2 - N",0.3819,"milligramsPerLiter","OK"
"1903","CUPE","D04","CUPE.AOS.S2",2019-10-16 12:00:00,"NO3+NO2 - N",0.5504,"milligramsPerLiter","OK"
"1904","CUPE","D04","CUPE.AOS.S2",2019-10-16 12:00:00,"DOC",1.978,"milligramsPerLiter","OK"
"1905","CUPE","D04","CUPE.AOS.S2",2019-10-16 12:00:00,"TP",0.259,"milligramsPerLiter","OK"
"1906","CUPE","D04","CUPE.AOS.S2",2019-10-28 11:40:00,"DOC",1.573,"milligramsPerLiter","OK"
"1907","CUPE","D04","CUPE.AOS.S2",2019-10-28 11:40:00,"NO3+NO2 - N",0.4195,"milligramsPerLiter","OK"
"1908","CUPE","D04","CUPE.AOS.S2",2019-10-28 11:40:00,"TP",0.295,"milligramsPerLiter","OK"
"1909","CUPE","D04","CUPE.AOS.S2",2019-11-05 11:34:00,"TP",0.303,"milligramsPerLiter","OK"
"1910","CUPE","D04","CUPE.AOS.S2",2019-11-05 11:34:00,"NO3+NO2 - N",0.372,"milligramsPerLiter","OK"
"1911","CUPE","D04","CUPE.AOS.S2",2019-11-05 11:34:00,"DOC",1.933,"milligramsPerLiter","OK"
"1912","CUPE","D04","CUPE.AOS.S2",2019-11-11 11:41:00,"TP",0.223,"milligramsPerLiter","OK"
"1913","CUPE","D04","CUPE.AOS.S2",2019-11-11 11:41:00,"NO3+NO2 - N",0.4008,"milligramsPerLiter","OK"
"1914","CUPE","D04","CUPE.AOS.S2",2019-11-11 11:41:00,"DOC",0.7329,"milligramsPerLiter","OK"
"1915","CUPE","D04","CUPE.AOS.S2",2019-12-03 10:51:00,"TP",0.012,"milligramsPerLiter","OK"
"1916","CUPE","D04","CUPE.AOS.S2",2019-12-03 10:51:00,"NO3+NO2 - N",0.3785,"milligramsPerLiter","OK"
"1917","CUPE","D04","CUPE.AOS.S2",2019-12-03 10:51:00,"DOC",1.065,"milligramsPerLiter","OK"
"1918","CUPE","D04","CUPE.AOS.S2",2019-12-10 11:13:00,"DOC",1.204,"milligramsPerLiter","OK"
"1919","CUPE","D04","CUPE.AOS.S2",2019-12-10 11:13:00,"NO3+NO2 - N",0.3973,"milligramsPerLiter","OK"
"1920","CUPE","D04","CUPE.AOS.S2",2019-12-10 11:13:00,"TP",0.014,"milligramsPerLiter","OK"
"1921","GUIL","D04","GUIL.AOS.S2",2015-01-22 13:51:00,"TP",0.119,"milligramsPerLiter","GOOD"
"1922","GUIL","D04","GUIL.AOS.S2",2015-01-22 13:51:00,"DOC",0.5344,"milligramsPerLiter","GOOD"
"1923","GUIL","D04","GUIL.AOS.S2",2015-01-22 13:51:00,"NO3+NO2 - N",0.613,"milligramsPerLiter","GOOD"
"1924","GUIL","D04","GUIL.AOS.S2",2015-02-05 14:30:00,"TP",0.029,"milligramsPerLiter","Other"
"1925","GUIL","D04","GUIL.AOS.S2",2015-02-05 14:30:00,"NO3+NO2 - N",0.5601,"milligramsPerLiter","Other"
"1926","GUIL","D04","GUIL.AOS.S2",2015-02-05 14:30:00,"DOC",0.9039,"milligramsPerLiter","Other"
"1927","GUIL","D04","GUIL.AOS.S2",2015-03-03 13:55:00,"DOC",0.8215,"milligramsPerLiter","GOOD"
"1928","GUIL","D04","GUIL.AOS.S2",2015-03-03 13:55:00,"TP",1.131,"milligramsPerLiter","GOOD"
"1929","GUIL","D04","GUIL.AOS.S2",2015-03-03 13:55:00,"NO3+NO2 - N",0.3799,"milligramsPerLiter","GOOD"
"1930","GUIL","D04","GUIL.AOS.S2",2015-03-17 13:55:00,"DOC",1.58,"milligramsPerLiter","Other"
"1931","GUIL","D04","GUIL.AOS.S2",2015-03-17 13:55:00,"NO3+NO2 - N",0.556,"milligramsPerLiter","Other"
"1932","GUIL","D04","GUIL.AOS.S2",2015-03-17 13:55:00,"TP",0.073,"milligramsPerLiter","Other"
"1933","GUIL","D04","GUIL.AOS.S2",2015-03-31 13:01:00,"DOC",0.9701,"milligramsPerLiter","GOOD"
"1934","GUIL","D04","GUIL.AOS.S2",2015-03-31 13:01:00,"NO3+NO2 - N",0.443,"milligramsPerLiter","GOOD"
"1935","GUIL","D04","GUIL.AOS.S2",2015-03-31 13:01:00,"TP",0.037,"milligramsPerLiter","GOOD"
"1936","GUIL","D04","GUIL.AOS.S2",2016-10-11 12:30:00,"TP",0.027,"milligramsPerLiter","GOOD"
"1937","GUIL","D04","GUIL.AOS.S2",2016-10-11 12:30:00,"NO3+NO2 - N",0.394,"milligramsPerLiter","GOOD"
"1938","GUIL","D04","GUIL.AOS.S2",2016-10-11 12:30:00,"DOC",1.552,"milligramsPerLiter","GOOD"
"1939","GUIL","D04","GUIL.AOS.S2",2016-10-19 12:43:00,"DOC",3.888,"milligramsPerLiter","GOOD"
"1940","GUIL","D04","GUIL.AOS.S2",2016-10-19 12:43:00,"NO3+NO2 - N",0.451,"milligramsPerLiter","GOOD"
"1941","GUIL","D04","GUIL.AOS.S2",2016-10-19 12:43:00,"TP",0.027,"milligramsPerLiter","GOOD"
"1942","GUIL","D04","GUIL.AOS.S2",2016-10-26 12:26:00,"NO3+NO2 - N",0.45,"milligramsPerLiter","GOOD"
"1943","GUIL","D04","GUIL.AOS.S2",2016-10-26 12:26:00,"TP",0.031,"milligramsPerLiter","GOOD"
"1944","GUIL","D04","GUIL.AOS.S2",2016-10-26 12:26:00,"DOC",1.707,"milligramsPerLiter","GOOD"
"1945","GUIL","D04","GUIL.AOS.S2",2016-11-15 12:37:00,"DOC",1.634,"milligramsPerLiter","GOOD"
"1946","GUIL","D04","GUIL.AOS.S2",2016-11-15 12:37:00,"NO3+NO2 - N",0.526,"milligramsPerLiter","GOOD"
"1947","GUIL","D04","GUIL.AOS.S2",2016-11-29 12:29:00,"TP",0.037,"milligramsPerLiter","GOOD"
"1948","GUIL","D04","GUIL.AOS.S2",2016-11-29 12:29:00,"NO3+NO2 - N",0.517,"milligramsPerLiter","GOOD"
"1949","GUIL","D04","GUIL.AOS.S2",2016-11-29 12:29:00,"DOC",1.497,"milligramsPerLiter","GOOD"
"1950","GUIL","D04","GUIL.AOS.S2",2016-12-13 12:31:00,"TP",0.005,"milligramsPerLiter","GOOD"
"1951","GUIL","D04","GUIL.AOS.S2",2016-12-13 12:31:00,"NO3+NO2 - N",0.536,"milligramsPerLiter","GOOD"
"1952","GUIL","D04","GUIL.AOS.S2",2016-12-13 12:31:00,"DOC",0.8864,"milligramsPerLiter","GOOD"
"1953","GUIL","D04","GUIL.AOS.S2",2017-01-24 12:35:00,"NO3+NO2 - N",0.507,"milligramsPerLiter","GOOD"
"1954","GUIL","D04","GUIL.AOS.S2",2017-01-24 12:35:00,"DOC",1.058,"milligramsPerLiter","GOOD"
"1955","GUIL","D04","GUIL.AOS.S2",2017-01-24 12:35:00,"TP",0.006,"milligramsPerLiter","GOOD"
"1956","GUIL","D04","GUIL.AOS.S2",2017-02-14 11:54:00,"DOC",3.336,"milligramsPerLiter","GOOD"
"1957","GUIL","D04","GUIL.AOS.S2",2017-02-14 11:54:00,"NO3+NO2 - N",0.589,"milligramsPerLiter","GOOD"
"1958","GUIL","D04","GUIL.AOS.S2",2017-02-28 12:25:00,"DOC",0.843,"milligramsPerLiter","GOOD"
"1959","GUIL","D04","GUIL.AOS.S2",2017-02-28 12:25:00,"TP",0.0406,"milligramsPerLiter","GOOD"
"1960","GUIL","D04","GUIL.AOS.S2",2017-02-28 12:25:00,"NO3+NO2 - N",0.515,"milligramsPerLiter","GOOD"
"1961","GUIL","D04","GUIL.AOS.S2",2017-03-28 12:05:00,"TP",0.033,"milligramsPerLiter","GOOD"
"1962","GUIL","D04","GUIL.AOS.S2",2017-03-28 12:05:00,"DOC",1.268,"milligramsPerLiter","GOOD"
"1963","GUIL","D04","GUIL.AOS.S2",2017-03-28 12:05:00,"NO3+NO2 - N",0.427,"milligramsPerLiter","GOOD"
"1964","GUIL","D04","GUIL.AOS.S2",2017-04-06 13:15:00,"NO3+NO2 - N",0.444,"milligramsPerLiter","GOOD"
"1965","GUIL","D04","GUIL.AOS.S2",2017-04-06 13:15:00,"TP",0.041,"milligramsPerLiter","GOOD"
"1966","GUIL","D04","GUIL.AOS.S2",2017-04-06 13:15:00,"DOC",1.419,"milligramsPerLiter","GOOD"
"1967","GUIL","D04","GUIL.AOS.S2",2017-04-25 12:30:00,"DOC",0.2378,"milligramsPerLiter","GOOD"
"1968","GUIL","D04","GUIL.AOS.S2",2017-04-25 12:30:00,"NO3+NO2 - N",0.351,"milligramsPerLiter","GOOD"
"1969","GUIL","D04","GUIL.AOS.S2",2017-04-25 12:30:00,"TP",0.013,"milligramsPerLiter","GOOD"
"1970","GUIL","D04","GUIL.AOS.S2",2017-05-04 12:17:00,"DOC",1.17,"milligramsPerLiter","GOOD"
"1971","GUIL","D04","GUIL.AOS.S2",2017-05-04 12:17:00,"NO3+NO2 - N",0.369,"milligramsPerLiter","GOOD"
"1972","GUIL","D04","GUIL.AOS.S2",2017-05-04 12:17:00,"TP",0.052,"milligramsPerLiter","GOOD"
"1973","GUIL","D04","GUIL.AOS.S2",2017-05-24 11:57:00,"TP",0.024,"milligramsPerLiter","GOOD"
"1974","GUIL","D04","GUIL.AOS.S2",2017-05-24 11:57:00,"NO3+NO2 - N",0.34,"milligramsPerLiter","GOOD"
"1975","GUIL","D04","GUIL.AOS.S2",2017-05-24 11:57:00,"DOC",0.8896,"milligramsPerLiter","GOOD"
"1976","GUIL","D04","GUIL.AOS.S2",2017-05-30 11:12:00,"DOC",0.7498,"milligramsPerLiter","GOOD"
"1977","GUIL","D04","GUIL.AOS.S2",2017-05-30 11:12:00,"NO3+NO2 - N",0.384,"milligramsPerLiter","GOOD"
"1978","GUIL","D04","GUIL.AOS.S2",2017-05-30 11:12:00,"TP",0.029,"milligramsPerLiter","GOOD"
"1979","GUIL","D04","GUIL.AOS.S2",2017-06-12 13:03:00,"TP",0.015,"milligramsPerLiter","GOOD"
"1980","GUIL","D04","GUIL.AOS.S2",2017-06-12 13:03:00,"DOC",1.294,"milligramsPerLiter","GOOD"
"1981","GUIL","D04","GUIL.AOS.S2",2017-06-12 13:03:00,"NO3+NO2 - N",0.363,"milligramsPerLiter","GOOD"
"1982","GUIL","D04","GUIL.AOS.S2",2017-06-27 11:57:00,"TP",0.0113,"milligramsPerLiter","GOOD"
"1983","GUIL","D04","GUIL.AOS.S2",2017-06-27 11:57:00,"DOC",1.167,"milligramsPerLiter","GOOD"
"1984","GUIL","D04","GUIL.AOS.S2",2017-06-27 11:57:00,"NO3+NO2 - N",0.342,"milligramsPerLiter","GOOD"
"1985","GUIL","D04","GUIL.AOS.S2",2017-07-19 11:39:00,"NO3+NO2 - N",0.448,"milligramsPerLiter","GOOD"
"1986","GUIL","D04","GUIL.AOS.S2",2017-07-19 11:39:00,"TP",0.0843,"milligramsPerLiter","GOOD"
"1987","GUIL","D04","GUIL.AOS.S2",2017-07-19 11:39:00,"DOC",1.345,"milligramsPerLiter","GOOD"
"1988","GUIL","D04","GUIL.AOS.S2",2017-07-24 13:04:00,"DOC",1.185,"milligramsPerLiter","GOOD"
"1989","GUIL","D04","GUIL.AOS.S2",2017-07-24 13:04:00,"NO3+NO2 - N",0.3827,"milligramsPerLiter","GOOD"
"1990","GUIL","D04","GUIL.AOS.S2",2017-07-24 13:04:00,"TP",0.003,"milligramsPerLiter","GOOD"
"1991","GUIL","D04","GUIL.AOS.S2",2017-08-22 12:27:00,"TP",0.049,"milligramsPerLiter","GOOD"
"1992","GUIL","D04","GUIL.AOS.S2",2017-08-22 12:27:00,"DOC",1.438,"milligramsPerLiter","GOOD"
"1993","GUIL","D04","GUIL.AOS.S2",2017-08-22 12:27:00,"NO3+NO2 - N",0.4148,"milligramsPerLiter","GOOD"
"1994","GUIL","D04","GUIL.AOS.S2",2017-08-22 12:27:00,"NO3+NO2 - N",0.4109,"milligramsPerLiter","GOOD"
"1995","GUIL","D04","GUIL.AOS.S2",2017-08-22 12:27:00,"DOC",1.448,"milligramsPerLiter","GOOD"
"1996","GUIL","D04","GUIL.AOS.S2",2017-08-22 12:27:00,"DOC",1.403,"milligramsPerLiter","GOOD"
"1997","GUIL","D04","GUIL.AOS.S2",2017-08-22 12:27:00,"TP",0.051,"milligramsPerLiter","GOOD"
"1998","GUIL","D04","GUIL.AOS.S2",2017-08-22 12:27:00,"TP",0.052,"milligramsPerLiter","GOOD"
"1999","GUIL","D04","GUIL.AOS.S2",2017-08-22 12:27:00,"NO3+NO2 - N",0.4123,"milligramsPerLiter","GOOD"
"2000","GUIL","D04","GUIL.AOS.S2",2017-08-29 12:23:00,"TP",0.059,"milligramsPerLiter","GOOD"
"2001","GUIL","D04","GUIL.AOS.S2",2017-08-29 12:23:00,"NO3+NO2 - N",0.406,"milligramsPerLiter","GOOD"
"2002","GUIL","D04","GUIL.AOS.S2",2017-08-29 12:23:00,"DOC",1.786,"milligramsPerLiter","GOOD"
"2003","GUIL","D04","GUIL.AOS.S2",2017-09-14 11:22:00,"TP",0.045,"milligramsPerLiter","GOOD"
"2004","GUIL","D04","GUIL.AOS.S2",2017-09-14 11:22:00,"DOC",1.001,"milligramsPerLiter","GOOD"
"2005","GUIL","D04","GUIL.AOS.S2",2017-09-14 11:22:00,"NO3+NO2 - N",0.4159,"milligramsPerLiter","GOOD"
"2006","GUIL","D04","GUIL.AOS.S2",2017-09-18 12:55:00,"TP",0.017,"milligramsPerLiter","GOOD"
"2007","GUIL","D04","GUIL.AOS.S2",2017-09-18 12:55:00,"DOC",1.057,"milligramsPerLiter","GOOD"
"2008","GUIL","D04","GUIL.AOS.S2",2017-09-18 12:55:00,"NO3+NO2 - N",0.4088,"milligramsPerLiter","GOOD"
"2009","GUIL","D04","GUIL.AOS.S2",2017-11-13 12:25:00,"NO3+NO2 - N",0.0232,"milligramsPerLiter","GOOD"
"2010","GUIL","D04","GUIL.AOS.S2",2017-11-13 12:25:00,"TP",0.018,"milligramsPerLiter","GOOD"
"2011","GUIL","D04","GUIL.AOS.S2",2017-11-13 12:25:00,"DOC",0.9353,"milligramsPerLiter","GOOD"
"2012","GUIL","D04","GUIL.AOS.S2",2017-11-21 12:05:00,"NO3+NO2 - N",1.2164,"milligramsPerLiter","GOOD"
"2013","GUIL","D04","GUIL.AOS.S2",2017-11-21 12:05:00,"DOC",1.298,"milligramsPerLiter","GOOD"
"2014","GUIL","D04","GUIL.AOS.S2",2017-11-21 12:05:00,"TP",0.028,"milligramsPerLiter","GOOD"
"2015","GUIL","D04","GUIL.AOS.S2",2017-11-28 12:10:00,"DOC",1.011,"milligramsPerLiter","GOOD"
"2016","GUIL","D04","GUIL.AOS.S2",2017-11-28 12:10:00,"TP",0.023,"milligramsPerLiter","GOOD"
"2017","GUIL","D04","GUIL.AOS.S2",2017-11-28 12:10:00,"DOC",0.9807,"milligramsPerLiter","GOOD"
"2018","GUIL","D04","GUIL.AOS.S2",2017-11-28 12:10:00,"TP",0.026,"milligramsPerLiter","GOOD"
"2019","GUIL","D04","GUIL.AOS.S2",2017-11-28 12:10:00,"TP",0.018,"milligramsPerLiter","GOOD"
"2020","GUIL","D04","GUIL.AOS.S2",2017-11-28 12:10:00,"NO3+NO2 - N",0.6836,"milligramsPerLiter","GOOD"
"2021","GUIL","D04","GUIL.AOS.S2",2017-11-28 12:10:00,"NO3+NO2 - N",0.7132,"milligramsPerLiter","GOOD"
"2022","GUIL","D04","GUIL.AOS.S2",2017-12-12 13:08:00,"TP",0.028,"milligramsPerLiter","GOOD"
"2023","GUIL","D04","GUIL.AOS.S2",2017-12-12 13:08:00,"NO3+NO2 - N",0.5312,"milligramsPerLiter","GOOD"
"2024","GUIL","D04","GUIL.AOS.S2",2017-12-12 13:08:00,"DOC",1.186,"milligramsPerLiter","GOOD"
"2025","GUIL","D04","GUIL.AOS.S2",2018-01-23 12:15:00,"TP",0.017,"milligramsPerLiter","GOOD"
"2026","GUIL","D04","GUIL.AOS.S2",2018-01-23 12:15:00,"DOC",0.6172,"milligramsPerLiter","GOOD"
"2027","GUIL","D04","GUIL.AOS.S2",2018-01-23 12:15:00,"NO3+NO2 - N",0.7308,"milligramsPerLiter","GOOD"
"2028","GUIL","D04","GUIL.AOS.S2",2018-02-14 13:07:00,"NO3+NO2 - N",0.4827,"milligramsPerLiter","GOOD"
"2029","GUIL","D04","GUIL.AOS.S2",2018-02-14 13:07:00,"TP",0.003,"milligramsPerLiter","GOOD"
"2030","GUIL","D04","GUIL.AOS.S2",2018-02-14 13:07:00,"DOC",0.8877,"milligramsPerLiter","GOOD"
"2031","GUIL","D04","GUIL.AOS.S2",2018-02-27 13:16:00,"TP",0.004,"milligramsPerLiter","GOOD"
"2032","GUIL","D04","GUIL.AOS.S2",2018-02-27 13:16:00,"NO3+NO2 - N",0.9479,"milligramsPerLiter","GOOD"
"2033","GUIL","D04","GUIL.AOS.S2",2018-02-27 13:16:00,"DOC",1.596,"milligramsPerLiter","GOOD"
"2034","GUIL","D04","GUIL.AOS.S2",2018-03-27 12:17:00,"NO3+NO2 - N",1.3101,"milligramsPerLiter","GOOD"
"2035","GUIL","D04","GUIL.AOS.S2",2018-03-27 12:17:00,"TP",0.017,"milligramsPerLiter","GOOD"
"2036","GUIL","D04","GUIL.AOS.S2",2018-03-27 12:17:00,"DOC",6.364,"milligramsPerLiter","GOOD"
"2037","GUIL","D04","GUIL.AOS.S2",2018-04-09 12:02:00,"NO3+NO2 - N",0.6976,"milligramsPerLiter","GOOD"
"2038","GUIL","D04","GUIL.AOS.S2",2018-04-09 12:02:00,"TP",0.1216,"milligramsPerLiter","GOOD"
"2039","GUIL","D04","GUIL.AOS.S2",2018-04-09 12:02:00,"DOC",1.239,"milligramsPerLiter","GOOD"
"2040","GUIL","D04","GUIL.AOS.S2",2018-04-24 12:18:00,"NO3+NO2 - N",0.5432,"milligramsPerLiter","GOOD"
"2041","GUIL","D04","GUIL.AOS.S2",2018-04-24 12:18:00,"TP",0.029,"milligramsPerLiter","GOOD"
"2042","GUIL","D04","GUIL.AOS.S2",2018-04-24 12:18:00,"DOC",1.223,"milligramsPerLiter","GOOD"
"2043","GUIL","D04","GUIL.AOS.S2",2018-05-02 12:24:00,"TP",0.008,"milligramsPerLiter","GOOD"
"2044","GUIL","D04","GUIL.AOS.S2",2018-05-02 12:24:00,"DOC",1.362,"milligramsPerLiter","GOOD"
"2045","GUIL","D04","GUIL.AOS.S2",2018-05-02 12:24:00,"NO3+NO2 - N",0.4441,"milligramsPerLiter","GOOD"
"2046","GUIL","D04","GUIL.AOS.S2",2018-05-23 13:09:00,"NO3+NO2 - N",1.1479,"milligramsPerLiter","GOOD"
"2047","GUIL","D04","GUIL.AOS.S2",2018-05-23 13:09:00,"DOC",2.088,"milligramsPerLiter","GOOD"
"2048","GUIL","D04","GUIL.AOS.S2",2018-05-23 13:09:00,"TP",0.0617,"milligramsPerLiter","GOOD"
"2049","GUIL","D04","GUIL.AOS.S2",2018-05-29 12:10:00,"DOC",1.528,"milligramsPerLiter","Other"
"2050","GUIL","D04","GUIL.AOS.S2",2018-05-29 12:10:00,"NO3+NO2 - N",0.383,"milligramsPerLiter","Other"
"2051","GUIL","D04","GUIL.AOS.S2",2018-06-12 12:28:00,"TP",0.025,"milligramsPerLiter","GOOD"
"2052","GUIL","D04","GUIL.AOS.S2",2018-06-12 12:28:00,"DOC",1.045,"milligramsPerLiter","GOOD"
"2053","GUIL","D04","GUIL.AOS.S2",2018-06-12 12:28:00,"NO3+NO2 - N",0.2192,"milligramsPerLiter","GOOD"
"2054","GUIL","D04","GUIL.AOS.S2",2018-06-26 12:13:00,"DOC",1.06,"milligramsPerLiter","GOOD"
"2055","GUIL","D04","GUIL.AOS.S2",2018-06-26 12:13:00,"TP",0.0444,"milligramsPerLiter","GOOD"
"2056","GUIL","D04","GUIL.AOS.S2",2018-06-26 12:13:00,"NO3+NO2 - N",0.2314,"milligramsPerLiter","GOOD"
"2057","GUIL","D04","GUIL.AOS.S2",2018-07-18 11:09:00,"TP",0.009,"milligramsPerLiter","GOOD"
"2058","GUIL","D04","GUIL.AOS.S2",2018-07-18 11:09:00,"NO3+NO2 - N",0.2697,"milligramsPerLiter","GOOD"
"2059","GUIL","D04","GUIL.AOS.S2",2018-07-18 11:09:00,"DOC",1.261,"milligramsPerLiter","GOOD"
"2060","GUIL","D04","GUIL.AOS.S2",2018-07-24 11:40:00,"TP",0.079,"milligramsPerLiter","GOOD"
"2061","GUIL","D04","GUIL.AOS.S2",2018-07-24 11:40:00,"DOC",1.056,"milligramsPerLiter","GOOD"
"2062","GUIL","D04","GUIL.AOS.S2",2018-07-24 11:40:00,"NO3+NO2 - N",0.2161,"milligramsPerLiter","GOOD"
"2063","GUIL","D04","GUIL.AOS.S2",2018-08-23 12:26:00,"NO3+NO2 - N",0.2909,"milligramsPerLiter","GOOD"
"2064","GUIL","D04","GUIL.AOS.S2",2018-08-23 12:26:00,"TP",0.0501,"milligramsPerLiter","GOOD"
"2065","GUIL","D04","GUIL.AOS.S2",2018-08-23 12:26:00,"DOC",1.499,"milligramsPerLiter","GOOD"
"2066","GUIL","D04","GUIL.AOS.S2",2018-08-28 12:18:00,"DOC",1.512,"milligramsPerLiter","GOOD"
"2067","GUIL","D04","GUIL.AOS.S2",2018-08-28 12:18:00,"TP",0.0266,"milligramsPerLiter","GOOD"
"2068","GUIL","D04","GUIL.AOS.S2",2018-08-28 12:18:00,"NO3+NO2 - N",0.4447,"milligramsPerLiter","GOOD"
"2069","GUIL","D04","GUIL.AOS.S2",2018-09-05 12:29:00,"TP",0.021,"milligramsPerLiter","GOOD"
"2070","GUIL","D04","GUIL.AOS.S2",2018-09-05 12:29:00,"DOC",1.362,"milligramsPerLiter","GOOD"
"2071","GUIL","D04","GUIL.AOS.S2",2018-09-05 12:29:00,"NO3+NO2 - N",0.2439,"milligramsPerLiter","GOOD"
"2072","GUIL","D04","GUIL.AOS.S2",2018-09-11 12:35:00,"TP",0.002,"milligramsPerLiter","GOOD"
"2073","GUIL","D04","GUIL.AOS.S2",2018-09-11 12:35:00,"NO3+NO2 - N",0.0336,"milligramsPerLiter","GOOD"
"2074","GUIL","D04","GUIL.AOS.S2",2018-09-11 12:35:00,"DOC",2.925,"milligramsPerLiter","GOOD"
"2075","GUIL","D04","GUIL.AOS.S2",2018-09-17 12:31:00,"TP",0.028,"milligramsPerLiter","GOOD"
"2076","GUIL","D04","GUIL.AOS.S2",2018-09-17 12:31:00,"DOC",2.525,"milligramsPerLiter","GOOD"
"2077","GUIL","D04","GUIL.AOS.S2",2018-09-17 12:31:00,"NO3+NO2 - N",0.2616,"milligramsPerLiter","GOOD"
"2078","GUIL","D04","GUIL.AOS.S2",2018-09-17 12:31:00,"NO3+NO2 - N",0.2633,"milligramsPerLiter","GOOD"
"2079","GUIL","D04","GUIL.AOS.S2",2018-09-17 12:31:00,"NO3+NO2 - N",0.2754,"milligramsPerLiter","GOOD"
"2080","GUIL","D04","GUIL.AOS.S2",2018-09-17 12:31:00,"DOC",2.735,"milligramsPerLiter","GOOD"
"2081","GUIL","D04","GUIL.AOS.S2",2018-09-17 12:31:00,"DOC",2.644,"milligramsPerLiter","GOOD"
"2082","GUIL","D04","GUIL.AOS.S2",2018-09-17 12:31:00,"TP",0.352,"milligramsPerLiter","GOOD"
