"SITE_NO","DATE_TIME_HEURE","FLAG_MARQUEUR","VALUE_VALEUR","SDL_LDE","MDL_LDM","VMV_CODE","UNIT_UNITE","VARIABLE","VARIABLE_FR","STATUS_STATUT"
"NW10OB0006","2000-09-22 12:00","",".4100","","","100234","MG/L","SODIUM TOTAL","SODIUM TOTAL","P"
"NW10OB0006","2000-09-22 12:00","",".6500","","","100500","MG/L","SODIUM, FILTERED","SODIUM, FILTRÉ","P"
"NW10OB0006","2000-09-22 12:00","","326.0000","","","109027","USIE/CM","SPECIFIC CONDUCTANCE","CONDUCTIVITÉ SPÉCIFIQUE","P"
"NW10OB0006","2000-09-22 12:00","","332.0000","","","2041","USIE/CM","SPECIFIC CONDUCTANCE","CONDUCTIVITÉ SPÉCIFIQUE","P"
"NW10OB0006","2000-09-22 12:00","",".0880","","","100094","MG/L","STRONTIUM EXTRACTABLE","STRONTIUM EXTRACTIBLE","P"
"NW10OB0006","2000-09-22 12:00","",".0837","","","100229","MG/L","STRONTIUM TOTAL","STRONTIUM TOTAL","P"
"NW10OB0006","2000-09-22 12:00","","9.4000","","","16306","MG/L","SULPHATE DISSOLVED","SULPHATES DISSOUS","P"
"NW10OB0006","2000-09-22 12:00","","4.0000","","","109028","DEG C","TEMPERATURE WATER","TEMPÉRATURE DE L'EAU","P"
"NW10OB0006","2000-09-22 12:00","","1.4000","","","2081","NTU","TURBIDITY","TURBIDITÉ","P"
"NW10OB0006","2000-09-22 12:00","<",".0050","","","100095","MG/L","VANADIUM EXTRACTABLE","VANADIUM EXTRACTIBLE","P"
"NW10OB0006","2000-09-22 12:00","",".0002","","","100230","MG/L","VANADIUM TOTAL","VANADIUM TOTAL","P"
"NW10OB0006","2000-09-22 12:00","<",".0050","","","100096","MG/L","ZINC EXTRACTABLE","ZINC EXTRACTIBLE","P"
"NW10OB0006","2000-09-22 12:00","<",".0002","","","100231","MG/L","ZINC TOTAL","ZINC TOTAL","P"
"NW10OB0006","2002-06-22 11:30","","84.2000","","","10101","MG/L","ALKALINITY TOTAL CACO3","ALCALINITÉ TOTALE CACO3","P"
"NW10OB0006","2002-06-22 11:30","","413.0000","","","103365","UG/L","ALUMINUM TOTAL","ALUMINIUM TOTAL","P"
"NW10OB0006","2002-06-22 11:30","",".0110","","","7563","MG/L","AMMONIA DISSOLVED","AZOTE AMMONIACAL DISSOUS","P"
"NW10OB0006","2002-06-22 11:30","",".0100","","","103381","UG/L","ANTIMONY TOTAL","ANTIMOINE TOTAL","P"
"NW10OB0006","2002-06-22 11:30","",".0001","","","100253","MG/L","ARSENIC DISSOLVED","ARSENIC DISSOUS","P"
"NW10OB0006","2002-06-22 11:30","","27.5000","","","103367","UG/L","BARIUM TOTAL","BARYUM TOTAL","P"
"NW10OB0006","2002-06-22 11:30","",".0170","","","103368","UG/L","BERYLLIUM TOTAL","BÉRYLLIUM TOTAL","P"
"NW10OB0006","2002-06-22 11:30","<",".0100","","","103713","UG/L","BISMUTH TOTAL","BISMUTH TOTAL","P"
"NW10OB0006","2002-06-22 11:30","","3.1000","","","103366","UG/L","BORON TOTAL","BORE TOTAL","P"
"NW10OB0006","2002-06-22 11:30","<",".0050","","","103369","UG/L","CADMIUM TOTAL","CADMIUM TOTAL","P"
"NW10OB0006","2002-06-22 11:30","","22.1000","","","20103","MG/L","CALCIUM DISSOLVED","CALCIUM DISSOUS","P"
"NW10OB0006","2002-06-22 11:30","","3.9000","","","6101","MG/L","CARBON DISSOLVED ORGANIC","CARBONE ORGANIQUE DISSOUS","P"
"NW10OB0006","2002-06-22 11:30","",".4350","","","6902","MG/L","CARBON PARTICULATE ORGANIC","CARBONE ORGANIQUE PARTICULAIRE","P"
"NW10OB0006","2002-06-22 11:30","",".3320","","","103714","UG/L","CERIUM TOTAL","CÉRIUM TOTAL","P"
"NW10OB0006","2002-06-22 11:30","",".0460","","","103715","UG/L","CESIUM TOTAL","CÉSIUM TOTAL","P"
"NW10OB0006","2002-06-22 11:30","",".8200","","","17206","MG/L","CHLORIDE DISSOLVED","CHLORURE DISSOUS","P"
"NW10OB0006","2002-06-22 11:30","",".2700","","","103371","UG/L","CHROMIUM TOTAL","CHROME TOTAL","P"
"NW10OB0006","2002-06-22 11:30","",".2070","","","103370","UG/L","COBALT TOTAL","COBALT TOTAL","P"
"NW10OB0006","2002-06-22 11:30","","20.0000","","","101401","CTU","COLOUR","COULEUR","P"
"NW10OB0006","2002-06-22 11:30","","1.1000","","","103372","UG/L","COPPER TOTAL","CUIVRE TOTAL","P"
"NW10OB0006","2002-06-22 11:30","",".0140","","","102615","MG/L","DISSOLVED NITRITE/NITRATE","NITRITES/NITRATES DISSOUS","P"
"NW10OB0006","2002-06-22 11:30","",".0500","","","9117","MG/L","FLUORIDE DISSOLVED","FLUORURE DISSOUS","P"
"NW10OB0006","2002-06-22 11:30","",".0680","","","103373","UG/L","GALLIUM TOTAL","GALLIUM TOTAL","P"
"NW10OB0006","2002-06-22 11:30","","95.3660","","","10602","MG/L","HARDNESS TOTAL (CALCD.) CACO3","DURETÉ TOTALE (CALC.) CACO3","P"
"NW10OB0006","2002-06-22 11:30","","348.0000","","","103387","UG/L","IRON TOTAL","FER TOTAL","P"
"NW10OB0006","2002-06-22 11:30","",".1410","","","103374","UG/L","LANTHANUM TOTAL","LANTHANE TOTAL","P"
"NW10OB0006","2002-06-22 11:30","",".1370","","","103379","UG/L","LEAD TOTAL","PLOMB TOTAL","P"
"NW10OB0006","2002-06-22 11:30","","1.2500","","","103375","UG/L","LITHIUM TOTAL","LITHIUM TOTAL","P"
"NW10OB0006","2002-06-22 11:30","","9.7600","","","12102","MG/L","MAGNESIUM DISSOLVED","MAGNÉSIUM DISSOUS","P"
"NW10OB0006","2002-06-22 11:30","","9.9300","","","103376","UG/L","MANGANESE TOTAL","MANGANÈSE TOTAL","P"
"NW10OB0006","2002-06-22 11:30","",".0600","","","103377","UG/L","MOLYBDENUM TOTAL","MOLYBDÈNE TOTAL","P"
"NW10OB0006","2002-06-22 11:30","",".6600","","","103378","UG/L","NICKEL TOTAL","NICKEL TOTAL","P"
"NW10OB0006","2002-06-22 11:30","",".0200","","","103716","UG/L","NIOBIUM TOTAL","NIOBIUM TOTAL","P"
"NW10OB0006","2002-06-22 11:30","",".0290","","","7902","MG/L","NITROGEN PARTICULATE","AZOTE PARTICULAIRE","P"
"NW10OB0006","2002-06-22 11:30","",".1360","","","7657","MG/L","NITROGEN TOTAL DISSOLVED","AZOTE TOTAL DISSOUS","P"
"NW10OB0006","2002-06-22 11:30","","6.1000","","","109026","PH UNITS","PH","PH","P"
"NW10OB0006","2002-06-22 11:30","","8.0200","","","10301","PH UNITS","PH","PH","P"
"NW10OB0006","2002-06-22 11:30","",".0360","","","15406","MG/L","PHOSPHORUS TOTAL","PHOSPHORE TOTAL","P"
"NW10OB0006","2002-06-22 11:30","",".0350","","","15104","MG/L","PHOSPHORUS TOTAL DISSOLVED","PHOSPHORE TOTAL DISSOUS","P"
"NW10OB0006","2002-06-22 11:30","<",".0020","","","103717","UG/L","PLATINUM TOTAL","PLATINE TOTAL","P"
"NW10OB0006","2002-06-22 11:30","",".5400","","","100499","MG/L","POTASSIUM, FILTERED","POTASSIUM, FILTRÉ","P"
"NW10OB0006","2002-06-22 11:30","","128.0000","","","10451","MG/L","RESIDUE FILTERABLE","RÉSIDU FILTRABLE","P"
"NW10OB0006","2002-06-22 11:30","","3.0000","","","10406","MG/L","RESIDUE NONFILTRABLE","RÉSIDUS NON-FILTRABLES","P"
"NW10OB0006","2002-06-22 11:30","",".9300","","","103380","UG/L","RUBIDIUM TOTAL","RUBIDIUM TOTAL","P"
"NW10OB0006","2002-06-22 11:30","<",".0001","","","100254","MG/L","SELENIUM DISSOLVED","SÉLÉNIUM DISSOUS","P"
"NW10OB0006","2002-06-22 11:30","<",".0050","","","103364","UG/L","SILVER TOTAL","ARGENT TOTAL","P"
"NW10OB0006","2002-06-22 11:30","","1.7500","","","14108","MG/L","SIO2","SIO2","P"
"NW10OB0006","2002-06-22 11:30","",".8980","","","11250","%","SODIUM PERCENTAGE (CALCD.)","POURCENTAGE SODIUM (CALC.)","P"
"NW10OB0006","2002-06-22 11:30","",".4000","","","100500","MG/L","SODIUM, FILTERED","SODIUM, FILTRÉ","P"
"NW10OB0006","2002-06-22 11:30","","156.0000","","","109027","USIE/CM","SPECIFIC CONDUCTANCE","CONDUCTIVITÉ SPÉCIFIQUE","P"
"NW10OB0006","2002-06-22 11:30","","177.0000","","","2041","USIE/CM","SPECIFIC CONDUCTANCE","CONDUCTIVITÉ SPÉCIFIQUE","P"
"NW10OB0006","2002-06-22 11:30","","59.3000","","","103382","UG/L","STRONTIUM TOTAL","STRONTIUM TOTAL","P"
"NW10OB0006","2002-06-22 11:30","","9.6000","","","16306","MG/L","SULPHATE DISSOLVED","SULPHATES DISSOUS","P"
"NW10OB0006","2002-06-22 11:30","","6.0000","","","109028","DEG C","TEMPERATURE WATER","TEMPÉRATURE DE L'EAU","P"
"NW10OB0006","2002-06-22 11:30","",".0050","","","103383","UG/L","THALLIUM TOTAL","THALLIUM TOTAL","P"
"NW10OB0006","2002-06-22 11:30","<",".0050","","","103718","UG/L","TIN TOTAL","ÉTAIN TOTAL","P"
"NW10OB0006","2002-06-22 11:30","",".0190","","","103719","UG/L","TUNGSTEN TOTAL","TUNGSTÈNE TOTAL","P"
"NW10OB0006","2002-06-22 11:30","","11.4000","","","2081","NTU","TURBIDITY","TURBIDITÉ","P"
"NW10OB0006","2002-06-22 11:30","",".1470","","","103384","UG/L","URANIUM TOTAL","URANIUM TOTAL","P"
"NW10OB0006","2002-06-22 11:30","",".4500","","","103385","UG/L","VANADIUM TOTAL","VANADIUM TOTAL","P"
"NW10OB0006","2002-06-22 11:30","",".1410","","","103721","UG/L","YTTRIUM TOTAL","YTTRIUM TOTAL","P"
"NW10OB0006","2002-06-22 11:30","",".8000","","","103386","UG/L","ZINC TOTAL","ZINC TOTAL","P"
"NW10OB0006","2002-08-23 20:18","<","21.6000","","","102127","NG/L","1-METHYLNAPHTHALENE","1-MÉTHYLNAPHTALÈNE","P"
"NW10OB0006","2002-08-23 20:18","<","22.3000","","","102128","NG/L","2-CHLORONAPHTHALENE","2-CHLORONAPHTALÈNE","P"
"NW10OB0006","2002-08-23 20:18","<","26.4000","","","102126","NG/L","2-METHYLNAPHTHALENE","2-MÉTHYLNAPHTALÈNE","P"
"NW10OB0006","2002-08-23 20:18","<","23.9000","","","102130","NG/L","ACENAPHTHENE","ACÉNAPHTÈNE","P"
"NW10OB0006","2002-08-23 20:18","<","16.2000","","","102129","NG/L","ACENAPHTHYLENE","ACÉNAPHTHYLÈNE","P"
"NW10OB0006","2002-08-23 20:18","<",".6100","","","102097","NG/L","ALDRIN","ALDRINE","P"
"NW10OB0006","2002-08-23 20:18","","142.0000","","","10101","MG/L","ALKALINITY TOTAL CACO3","ALCALINITÉ TOTALE CACO3","P"
"NW10OB0006","2002-08-23 20:18","<",".2000","","","102091","NG/L","ALPHA-BENZENEHEXACHLORIDE","ALPHA-HEXACHLORURE DE BENZÈNE","P"
"NW10OB0006","2002-08-23 20:18","<",".3100","","","102101","NG/L","ALPHA-CHLORDANE","ALPHA-CHLORDANE","P"
"NW10OB0006","2002-08-23 20:18","<",".2200","","","102100","NG/L","ALPHA-ENDOSULFAN","ALPHA-ENDOSULFAN","P"
"NW10OB0006","2002-08-23 20:18","<",".1000","","","103365","UG/L","ALUMINUM TOTAL","ALUMINIUM TOTAL","P"
"NW10OB0006","2002-08-23 20:18","<",".0050","","","7563","MG/L","AMMONIA DISSOLVED","AZOTE AMMONIACAL DISSOUS","P"
"NW10OB0006","2002-08-23 20:18","",".0100","","","103381","UG/L","ANTIMONY TOTAL","ANTIMOINE TOTAL","P"
"NW10OB0006","2002-08-23 20:18","<",".0001","","","100253","MG/L","ARSENIC DISSOLVED","ARSENIC DISSOUS","P"
"NW10OB0006","2002-08-23 20:18","","44.9000","","","103367","UG/L","BARIUM TOTAL","BARYUM TOTAL","P"
"NW10OB0006","2002-08-23 20:18","<","20.0000","","","102136","NG/L","BENZO(A)ANTHRACENE","BENZO(A)ANTHRACÈNE","P"
"NW10OB0006","2002-08-23 20:18","<","20.0000","","","102137","NG/L","BENZO(A)PHENANTHRENE","BENZO(A)PHÉNANTHRÈNE","P"
"NW10OB0006","2002-08-23 20:18","<","68.6000","","","102141","NG/L","BENZO(A)PYRENE","BENZO(A)PYRÈNE","P"
"NW10OB0006","2002-08-23 20:18","<","83.9000","","","102138","NG/L","BENZO(B)FLUORANTHENE","BENZO(B)FLUORANTHÈNE","P"
"NW10OB0006","2002-08-23 20:18","<","70.0000","","","102140","NG/L","BENZO(E)PYRENE","BENZO(E)PYRÈNE","P"
"NW10OB0006","2002-08-23 20:18","<","114.0000","","","102145","NG/L","BENZO(G,H,I)PERYLENE","BENZO(G,H,I)PÉRYLÈNE","P"
"NW10OB0006","2002-08-23 20:18","<","81.4000","","","102139","NG/L","BENZO(K)FLUORANTHENE","BENZO(K)FLUORANTHÈNE","P"
"NW10OB0006","2002-08-23 20:18","<","7.8200","","","102135","NG/L","BENZOPHENANTHRENE","BENZOPHÉNANTHRÈNE","P"
"NW10OB0006","2002-08-23 20:18","<",".0020","","","103368","UG/L","BERYLLIUM TOTAL","BÉRYLLIUM TOTAL","P"
"NW10OB0006","2002-08-23 20:18","<",".8800","","","102105","NG/L","BETA-ENDOSULFAN","BÉTA-ENDOSULFAN","P"
"NW10OB0006","2002-08-23 20:18","<",".0100","","","103713","UG/L","BISMUTH TOTAL","BISMUTH TOTAL","P"
"NW10OB0006","2002-08-23 20:18","","5.0000","","","103366","UG/L","BORON TOTAL","BORE TOTAL","P"
"NW10OB0006","2002-08-23 20:18","<",".0050","","","103369","UG/L","CADMIUM TOTAL","CADMIUM TOTAL","P"
"NW10OB0006","2002-08-23 20:18","","30.6000","","","20103","MG/L","CALCIUM DISSOLVED","CALCIUM DISSOUS","P"
"NW10OB0006","2002-08-23 20:18","","3.2000","","","6101","MG/L","CARBON DISSOLVED ORGANIC","CARBONE ORGANIQUE DISSOUS","P"
"NW10OB0006","2002-08-23 20:18","",".1620","","","6902","MG/L","CARBON PARTICULATE ORGANIC","CARBONE ORGANIQUE PARTICULAIRE","P"
"NW10OB0006","2002-08-23 20:18","",".0080","","","103714","UG/L","CERIUM TOTAL","CÉRIUM TOTAL","P"
"NW10OB0006","2002-08-23 20:18","<",".0010","","","103715","UG/L","CESIUM TOTAL","CÉSIUM TOTAL","P"
"NW10OB0006","2002-08-23 20:18","",".6200","","","17206","MG/L","CHLORIDE DISSOLVED","CHLORURE DISSOUS","P"
"NW10OB0006","2002-08-23 20:18","",".0200","","","103371","UG/L","CHROMIUM TOTAL","CHROME TOTAL","P"
"NW10OB0006","2002-08-23 20:18","",".0220","","","103370","UG/L","COBALT TOTAL","COBALT TOTAL","P"
"NW10OB0006","2002-08-23 20:18","","10.0000","","","101401","CTU","COLOUR","COULEUR","P"
"NW10OB0006","2002-08-23 20:18","",".6500","","","103372","UG/L","COPPER TOTAL","CUIVRE TOTAL","P"
"NW10OB0006","2002-08-23 20:18","<","100.0000","","","102144","NG/L","DIBENZ(A,H)ANTHRACENE","DIBENZ(A,H)ANTHRACÈNE","P"
"NW10OB0006","2002-08-23 20:18","<",".3500","","","102102","NG/L","DIELDRIN","DIELDRINE","P"
"NW10OB0006","2002-08-23 20:18","",".0210","","","102615","MG/L","DISSOLVED NITRITE/NITRATE","NITRITES/NITRATES DISSOUS","P"
"NW10OB0006","2002-08-23 20:18","<",".5500","","","102104","NG/L","ENDRIN","ENDRINE","P"
"NW10OB0006","2002-08-23 20:18","","100.0000","","","102109","%","ENDRIN KETONE (SURROGATE).","ENDRINE CÉTONE (SUBSTITUT).","P"
"NW10OB0006","2002-08-23 20:18","<","8.7000","","","102134","NG/L","FLUORANTHENE","FLUORANTHÈNE","P"
"NW10OB0006","2002-08-23 20:18","<","25.1000","","","102131","NG/L","FLUORENE","FLUORÈNE","P"
"NW10OB0006","2002-08-23 20:18","",".0500","","","9117","MG/L","FLUORIDE DISSOLVED","FLUORURE DISSOUS","P"
"NW10OB0006","2002-08-23 20:18","",".0040","","","103373","UG/L","GALLIUM TOTAL","GALLIUM TOTAL","P"
"NW10OB0006","2002-08-23 20:18","<",".1500","","","102094","NG/L","GAMMA-BENZENEHEXACHLORIDE (LINDANE)","GAMMA-HEXACHLORURE DE BENZÈNE (LINDANE)","P"
"NW10OB0006","2002-08-23 20:18","<",".3300","","","102099","NG/L","GAMMA-CHLORDANE","GAMMA-CHLORDANE","P"
"NW10OB0006","2002-08-23 20:18","","154.2190","","","10602","MG/L","HARDNESS TOTAL (CALCD.) CACO3","DURETÉ TOTALE (CALC.) CACO3","P"
"NW10OB0006","2002-08-23 20:18","<",".8200","","","102096","NG/L","HEPTACHLOR","HEPTACHLORE","P"
"NW10OB0006","2002-08-23 20:18","<",".1700","","","102098","NG/L","HEPTACHLOR EPOXIDE","ÉPOXYDE D'HEPTACHLORE","P"
"NW10OB0006","2002-08-23 20:18","<",".6200","","","102092","NG/L","HEXACHLOROBENZENE","HEXACHLOROBENZÈNE","P"
"NW10OB0006","2002-08-23 20:18","<","14.5000","","","102123","NG/L","INDENE","INDÈNE","P"
"NW10OB0006","2002-08-23 20:18","<","133.0000","","","102143","NG/L","INDENO(1,2,3-C,D)PYRENE","INDÉNO(1,2,3-C,D)PYRÈNE","P"
"NW10OB0006","2002-08-23 20:18","","17.0000","","","103387","UG/L","IRON TOTAL","FER TOTAL","P"
"NW10OB0006","2002-08-23 20:18","",".0060","","","103374","UG/L","LANTHANUM TOTAL","LANTHANE TOTAL","P"
"NW10OB0006","2002-08-23 20:18","",".0050","","","103379","UG/L","LEAD TOTAL","PLOMB TOTAL","P"
"NW10OB0006","2002-08-23 20:18","","1.3000","","","103375","UG/L","LITHIUM TOTAL","LITHIUM TOTAL","P"
"NW10OB0006","2002-08-23 20:18","","18.9000","","","12102","MG/L","MAGNESIUM DISSOLVED","MAGNÉSIUM DISSOUS","P"
"NW10OB0006","2002-08-23 20:18","","1.6600","","","103376","UG/L","MANGANESE TOTAL","MANGANÈSE TOTAL","P"
"NW10OB0006","2002-08-23 20:18","<","1.4100","","","102111","NG/L","MIREX","MIREX","P"
"NW10OB0006","2002-08-23 20:18","",".0900","","","103377","UG/L","MOLYBDENUM TOTAL","MOLYBDÈNE TOTAL","P"
"NW10OB0006","2002-08-23 20:18","<","20.0000","","","102125","NG/L","NAPHTHALENE","NAPHTALÈNE","P"
"NW10OB0006","2002-08-23 20:18","",".2400","","","103378","UG/L","NICKEL TOTAL","NICKEL TOTAL","P"
"NW10OB0006","2002-08-23 20:18","<",".0020","","","103716","UG/L","NIOBIUM TOTAL","NIOBIUM TOTAL","P"
"NW10OB0006","2002-08-23 20:18","",".0120","","","7902","MG/L","NITROGEN PARTICULATE","AZOTE PARTICULAIRE","P"
"NW10OB0006","2002-08-23 20:18","",".1530","","","7657","MG/L","NITROGEN TOTAL DISSOLVED","AZOTE TOTAL DISSOUS","P"
"NW10OB0006","2002-08-23 20:18","<",".7500","","","102107","NG/L","O,P'-DDT (2,4'-DDT)","O,P'-DDT (2,4'-DDT)","P"
"NW10OB0006","2002-08-23 20:18","<","1.2800","","","102103","NG/L","P,P'-DDE (4,4'-DDE)","P,P'-DDE (4,4'-DDE)","P"
"NW10OB0006","2002-08-23 20:18","<","1.3000","","","102108","NG/L","P,P'-DDT (4,4'-DDT)","P,P'-DDT (4,4'-DDT)","P"
"NW10OB0006","2002-08-23 20:18","<","2.2400","","","102106","NG/L","P,P'-DICHLORODIPHENYL DICHLOROETHANE (P,P'-DDD) OR 1,2-DIPHENYL TETRACHLOROETHANE (4,4'-DDD)","P,P'-DICHLORODIPHÉNYL DICHLOROÉTHANE (P,P'-DDD) OU 1,2-DIPHÉNYL TÉTRACHLOROÉTHANE (4,4'-DDD)","P"
"NW10OB0006","2002-08-23 20:18","<","7.9000","","","102110","NG/L","P,P'-METHOXYCHLOR (METHOXYCHLOR)","P,P'-MÉTHOXYCHLORE (MÉTHOXYCHLORE)","P"
"NW10OB0006","2002-08-23 20:18","<","100.0000","","","102142","NG/L","PERYLENE","PÉRYLÈNE","P"
"NW10OB0006","2002-08-23 20:18","","8.3100","","","10301","PH UNITS","PH","PH","P"
"NW10OB0006","2002-08-23 20:18","<","33.8000","","","102132","NG/L","PHENANTHRENE","PHÉNANTHRÈNE","P"
"NW10OB0006","2002-08-23 20:18","",".0610","","","15406","MG/L","PHOSPHORUS TOTAL","PHOSPHORE TOTAL","P"
"NW10OB0006","2002-08-23 20:18","",".0610","","","15104","MG/L","PHOSPHORUS TOTAL DISSOLVED","PHOSPHORE TOTAL DISSOUS","P"
"NW10OB0006","2002-08-23 20:18","<",".0020","","","103717","UG/L","PLATINUM TOTAL","PLATINE TOTAL","P"
"NW10OB0006","2002-08-23 20:18","<","20.0000","","","102133","NG/L","P-NAPHTHALENE","P-NAPHTALÈNE","P"
"NW10OB0006","2002-08-23 20:18","",".5100","","","100499","MG/L","POTASSIUM, FILTERED","POTASSIUM, FILTRÉ","P"
"NW10OB0006","2002-08-23 20:18","","188.0000","","","10451","MG/L","RESIDUE FILTERABLE","RÉSIDU FILTRABLE","P"
"NW10OB0006","2002-08-23 20:18","<","3.0000","","","10406","MG/L","RESIDUE NONFILTRABLE","RÉSIDUS NON-FILTRABLES","P"
"NW10OB0006","2002-08-23 20:18","",".1400","","","103380","UG/L","RUBIDIUM TOTAL","RUBIDIUM TOTAL","P"
"NW10OB0006","2002-08-23 20:18","<",".0001","","","100254","MG/L","SELENIUM DISSOLVED","SÉLÉNIUM DISSOUS","P"
"NW10OB0006","2002-08-23 20:18","<",".0050","","","103364","UG/L","SILVER TOTAL","ARGENT TOTAL","P"
"NW10OB0006","2002-08-23 20:18","","1.3800","","","14108","MG/L","SIO2","SIO2","P"
"NW10OB0006","2002-08-23 20:18","",".8090","","","11250","%","SODIUM PERCENTAGE (CALCD.)","POURCENTAGE SODIUM (CALC.)","P"
"NW10OB0006","2002-08-23 20:18","",".5800","","","100500","MG/L","SODIUM, FILTERED","SODIUM, FILTRÉ","P"
"NW10OB0006","2002-08-23 20:18","","275.0000","","","2041","USIE/CM","SPECIFIC CONDUCTANCE","CONDUCTIVITÉ SPÉCIFIQUE","P"
"NW10OB0006","2002-08-23 20:18","","157.0000","","","103382","UG/L","STRONTIUM TOTAL","STRONTIUM TOTAL","P"
"NW10OB0006","2002-08-23 20:18","","10.2000","","","16306","MG/L","SULPHATE DISSOLVED","SULPHATES DISSOUS","P"
"NW10OB0006","2002-08-23 20:18","<","17.0000","","","102124","NG/L","TETRAHYDRONAPHTHALENE","TÉTRAHYDRONAPHTALÈNE","P"
"NW10OB0006","2002-08-23 20:18","<",".0010","","","103383","UG/L","THALLIUM TOTAL","THALLIUM TOTAL","P"
"NW10OB0006","2002-08-23 20:18","<",".0050","","","103718","UG/L","TIN TOTAL","ÉTAIN TOTAL","P"
"NW10OB0006","2002-08-23 20:18","<",".0020","","","103719","UG/L","TUNGSTEN TOTAL","TUNGSTÈNE TOTAL","P"
"NW10OB0006","2002-08-23 20:18","",".3000","","","2081","NTU","TURBIDITY","TURBIDITÉ","P"
"NW10OB0006","2002-08-23 20:18","",".2660","","","103384","UG/L","URANIUM TOTAL","URANIUM TOTAL","P"
"NW10OB0006","2002-08-23 20:18","",".0700","","","103385","UG/L","VANADIUM TOTAL","VANADIUM TOTAL","P"
"NW10OB0006","2002-08-23 20:18","",".0200","","","103721","UG/L","YTTRIUM TOTAL","YTTRIUM TOTAL","P"
"NW10OB0006","2002-08-23 20:18","",".0700","","","103386","UG/L","ZINC TOTAL","ZINC TOTAL","P"
"NW10OB0006","2003-06-17 20:32","<","21.6000","","","102127","NG/L","1-METHYLNAPHTHALENE","1-MÉTHYLNAPHTALÈNE","P"
"NW10OB0006","2003-06-17 20:32","<","22.3000","","","102128","NG/L","2-CHLORONAPHTHALENE","2-CHLORONAPHTALÈNE","P"
"NW10OB0006","2003-06-17 20:32","<","26.4000","","","102126","NG/L","2-METHYLNAPHTHALENE","2-MÉTHYLNAPHTALÈNE","P"
"NW10OB0006","2003-06-17 20:32","<","23.9000","","","102130","NG/L","ACENAPHTHENE","ACÉNAPHTÈNE","P"
"NW10OB0006","2003-06-17 20:32","<","16.2000","","","102129","NG/L","ACENAPHTHYLENE","ACÉNAPHTHYLÈNE","P"
"NW10OB0006","2003-06-17 20:32","<",".6100","","","102097","NG/L","ALDRIN","ALDRINE","P"
"NW10OB0006","2003-06-17 20:32","","78.8000","","","10101","MG/L","ALKALINITY TOTAL CACO3","ALCALINITÉ TOTALE CACO3","P"
"NW10OB0006","2003-06-17 20:32","<",".2000","","","102091","NG/L","ALPHA-BENZENEHEXACHLORIDE","ALPHA-HEXACHLORURE DE BENZÈNE","P"
"NW10OB0006","2003-06-17 20:32","<",".3100","","","102101","NG/L","ALPHA-CHLORDANE","ALPHA-CHLORDANE","P"
"NW10OB0006","2003-06-17 20:32","<",".2200","","","102100","NG/L","ALPHA-ENDOSULFAN","ALPHA-ENDOSULFAN","P"
"NW10OB0006","2003-06-17 20:32","","147.0000","","","97998","UG/L","ALUMINUM TOTAL","ALUMINIUM TOTAL","P"
"NW10OB0006","2003-06-17 20:32","",".0080","","","7563","MG/L","AMMONIA DISSOLVED","AZOTE AMMONIACAL DISSOUS","P"
"NW10OB0006","2003-06-17 20:32","<",".0010","","","97522","UG/L","ANTIMONY TOTAL","ANTIMOINE TOTAL","P"
"NW10OB0006","2003-06-17 20:32","",".1600","","","97999","UG/L","ARSENIC TOTAL","ARSENIC TOTAL","P"
"NW10OB0006","2003-06-17 20:32","","27.4000","","","97502","UG/L","BARIUM TOTAL","BARYUM TOTAL","P"
"NW10OB0006","2003-06-17 20:32","<","20.0000","","","102136","NG/L","BENZO(A)ANTHRACENE","BENZO(A)ANTHRACÈNE","P"
"NW10OB0006","2003-06-17 20:32","<","20.0000","","","102137","NG/L","BENZO(A)PHENANTHRENE","BENZO(A)PHÉNANTHRÈNE","P"
"NW10OB0006","2003-06-17 20:32","<","68.6000","","","102141","NG/L","BENZO(A)PYRENE","BENZO(A)PYRÈNE","P"
"NW10OB0006","2003-06-17 20:32","<","83.9000","","","102138","NG/L","BENZO(B)FLUORANTHENE","BENZO(B)FLUORANTHÈNE","P"
"NW10OB0006","2003-06-17 20:32","<","70.0000","","","102140","NG/L","BENZO(E)PYRENE","BENZO(E)PYRÈNE","P"
"NW10OB0006","2003-06-17 20:32","<","114.0000","","","102145","NG/L","BENZO(G,H,I)PERYLENE","BENZO(G,H,I)PÉRYLÈNE","P"
"NW10OB0006","2003-06-17 20:32","<","81.4000","","","102139","NG/L","BENZO(K)FLUORANTHENE","BENZO(K)FLUORANTHÈNE","P"
"NW10OB0006","2003-06-17 20:32","<","7.8200","","","102135","NG/L","BENZOPHENANTHRENE","BENZOPHÉNANTHRÈNE","P"
"NW10OB0006","2003-06-17 20:32","",".0130","","","97503","UG/L","BERYLLIUM TOTAL","BÉRYLLIUM TOTAL","P"
"NW10OB0006","2003-06-17 20:32","<",".8800","","","102105","NG/L","BETA-ENDOSULFAN","BÉTA-ENDOSULFAN","P"
"NW10OB0006","2003-06-17 20:32","",".0020","","","97504","UG/L","BISMUTH TOTAL","BISMUTH TOTAL","P"
"NW10OB0006","2003-06-17 20:32","","5.8000","","","97501","UG/L","BORON TOTAL","BORE TOTAL","P"
"NW10OB0006","2003-06-17 20:32","",".3570","","","97505","UG/L","CADMIUM TOTAL","CADMIUM TOTAL","P"
